payment_id,booking_id,payment_date,amount,payment_method,payment_status
113,113,2025-08-13,116.47,cash,paid
114,114,2021-01-29,830.25,credit_card,paid
115,115,2025-02-12,369.03,debit_card,paid
116,116,2022-01-25,1596.53,debit_card,paid
117,117,2021-02-20,7203.2,credit_card,paid
118,118,2021-03-31,214.87,paypal,paid
119,119,2021-08-06,1742.06,debit_card,paid
120,120,2022-01-20,341.03,paypal,paid
121,121,2021-10-14,261.28,credit_card,paid
122,122,2022-02-18,435.89,paypal,paid
123,123,2025-05-29,274.48,cash,paid
124,124,2021-11-08,572.81,paypal,paid
125,125,2023-06-20,435.53,debit_card,paid
126,126,2024-01-11,1441.83,cash,refunded
127,127,2025-08-18,1041.5,debit_card,paid
128,128,2022-11-09,1043.35,debit_card,paid
129,129,2022-04-19,3660.53,credit_card,paid
130,130,2022-06-09,767.57,cash,refunded
131,131,2021-10-26,218.58,credit_card,paid
132,132,2022-09-24,1017.9,debit_card,refunded
133,133,2025-11-07,616.29,cash,paid
134,134,2025-10-15,2317.44,credit_card,paid
135,135,2021-07-27,648.11,credit_card,refunded
136,136,2024-01-06,2107.66,debit_card,paid
137,137,2023-10-07,859.23,paypal,paid
138,138,2023-03-10,1849.46,paypal,paid
139,139,2024-04-22,1919.76,paypal,paid
140,140,2025-09-02,927.32,paypal,paid
141,141,2024-08-09,170.23,credit_card,paid
142,142,2023-08-28,163.75,cash,paid
143,143,2023-11-15,655.68,cash,paid
144,144,2023-01-27,1358.16,debit_card,pending
145,145,2025-04-09,579.41,credit_card,paid
146,146,2024-08-02,482.25,debit_card,paid
147,147,2022-08-09,323.72,debit_card,refunded
148,148,2021-09-07,659.67,cash,paid
149,149,2025-07-08,652.46,credit_card,paid
150,150,2024-10-26,2709.57,paypal,paid
151,151,2023-07-13,1942.8,credit_card,paid
152,152,2024-05-10,207.96,credit_card,paid
153,153,2021-01-10,541.26,debit_card,paid
154,154,2022-01-18,1111.24,cash,paid
155,155,2025-07-15,330.28,credit_card,refunded
156,156,2022-06-28,424.88,paypal,paid
157,157,2021-04-26,623.25,cash,paid
158,158,2021-07-09,121.78,debit_card,paid
159,159,2024-08-27,1409.45,debit_card,paid
160,160,2025-07-08,1160.74,paypal,paid
161,161,2025-01-16,1800.15,debit_card,paid
162,162,2021-07-21,2526.42,debit_card,refunded
163,163,2025-12-22,476.86,credit_card,refunded
164,164,2024-10-14,333.92,cash,paid
165,165,2021-03-14,161.4,credit_card,paid
166,166,2025-10-20,261.5,credit_card,pending
167,167,2023-08-12,585.09,credit_card,refunded
168,168,2021-09-01,788.38,cash,paid
169,169,2024-09-30,134.79,debit_card,paid
170,170,2023-01-07,498.41,paypal,paid
171,171,2024-02-05,1354.4,credit_card,pending
172,172,2024-09-02,1035.14,paypal,paid
173,173,2021-10-23,329.22,credit_card,paid
174,174,2022-11-17,442.21,debit_card,paid
175,175,2023-02-20,511.51,cash,paid
176,176,2025-02-22,790.19,paypal,pending
177,177,2024-11-16,471.97,debit_card,paid
178,178,2023-05-06,606.15,debit_card,paid
179,179,2021-06-29,367.01,credit_card,paid
180,180,2024-09-10,813.67,paypal,paid
181,181,2023-07-03,1385.01,cash,paid
182,182,2024-08-11,535.38,cash,paid
183,183,2024-09-02,283.68,credit_card,paid
184,184,2021-01-03,2473.41,debit_card,paid
185,185,2025-05-07,474.06,debit_card,paid
186,186,2025-06-21,433.59,paypal,paid
187,187,2023-12-05,182.49,credit_card,paid
188,188,2021-07-19,413.93,credit_card,paid
189,189,2021-09-27,226.21,paypal,refunded
190,190,2022-10-01,1725.36,credit_card,refunded
191,191,2021-05-21,397.91,cash,paid
192,192,2022-02-24,194.77,debit_card,paid
193,193,2021-01-01,2412.92,credit_card,paid
194,194,2021-09-15,727.84,debit_card,paid
195,195,2022-07-05,170.5,credit_card,paid
196,196,2024-04-10,1036.63,debit_card,refunded
197,197,2021-02-15,651.79,paypal,paid
198,198,2024-04-25,453.2,credit_card,paid
199,199,2024-01-17,317.42,credit_card,paid
200,200,2021-05-12,1148.07,paypal,paid
201,201,2025-01-31,316.37,paypal,paid
202,202,2024-03-05,1533.83,credit_card,paid
203,203,2025-07-06,1023.07,cash,paid
204,204,2022-10-18,1352.52,debit_card,paid
205,205,2022-05-31,717.91,cash,paid
206,206,2024-07-12,110.37,paypal,paid
207,207,2021-01-03,1092.89,cash,paid
208,208,2022-04-08,725.37,debit_card,paid
209,209,2021-10-19,919.48,paypal,paid
210,210,2024-04-16,3008.17,debit_card,pending
211,211,2022-01-10,566.44,paypal,paid
212,212,2022-07-20,371.31,credit_card,paid
213,213,2025-07-05,106.83,cash,paid
214,214,2021-11-23,178.1,cash,pending
215,215,2024-12-18,233.08,debit_card,paid
216,216,2024-04-11,226.66,cash,paid
217,217,2023-01-29,737.26,paypal,paid
218,218,2021-12-03,458.99,debit_card,refunded
219,219,2024-05-13,1804.13,debit_card,paid
220,220,2025-08-26,252.81,credit_card,paid
221,221,2021-02-06,315.94,credit_card,paid
222,222,2023-05-26,723.09,debit_card,paid
223,223,2021-09-23,150.4,credit_card,paid
224,224,2022-03-13,1559.52,credit_card,paid
225,225,2023-03-18,630.18,cash,paid
226,226,2024-04-14,509.75,cash,paid
227,227,2021-02-23,1149.02,paypal,paid
228,228,2022-04-06,718.29,cash,pending
229,229,2021-01-07,245.74,paypal,refunded
230,230,2021-10-09,868.19,cash,paid
231,231,2025-01-17,579.56,cash,paid
232,232,2022-02-20,266.12,credit_card,paid
233,233,2021-05-10,4135.58,cash,paid
234,234,2022-07-22,659.0,credit_card,paid
235,235,2025-04-14,624.94,debit_card,paid
236,236,2024-10-06,881.3,credit_card,pending
237,237,2024-12-26,341.42,debit_card,paid
238,238,2021-02-16,481.69,cash,paid
239,239,2023-02-22,1994.34,debit_card,paid
240,240,2021-04-28,1286.34,debit_card,paid
241,241,2024-07-01,514.59,credit_card,refunded
242,242,2021-08-06,387.04,paypal,refunded
243,243,2024-07-26,574.55,paypal,pending
244,244,2025-09-13,627.33,credit_card,refunded
245,245,2023-06-01,522.56,paypal,paid
246,246,2022-02-05,172.32,credit_card,paid
247,247,2021-08-03,1081.7,debit_card,paid
248,248,2025-06-07,1068.63,credit_card,paid
249,249,2023-12-06,435.61,debit_card,paid
250,250,2025-05-23,363.89,credit_card,paid
251,251,2025-10-28,1285.39,debit_card,paid
252,252,2023-09-12,739.67,paypal,paid
253,253,2022-04-02,1133.86,credit_card,paid
254,254,2024-05-16,417.5,credit_card,paid
255,255,2023-05-06,821.29,paypal,paid
256,256,2021-01-06,209.13,cash,pending
257,257,2024-02-15,1357.06,debit_card,paid
258,258,2024-09-14,239.9,debit_card,paid
259,259,2021-12-20,463.42,debit_card,paid
260,260,2022-01-21,326.81,paypal,paid
261,261,2021-06-23,281.21,credit_card,paid
262,262,2025-04-08,434.52,debit_card,paid
263,263,2023-09-10,400.8,debit_card,paid
264,264,2022-08-20,993.84,paypal,paid
265,265,2023-12-05,129.95,cash,paid
266,266,2024-08-08,1274.27,cash,paid
267,267,2023-08-14,284.89,paypal,paid
268,268,2022-02-01,484.74,cash,paid
269,269,2021-03-24,4989.91,paypal,paid
270,270,2025-11-24,706.16,paypal,paid
271,271,2025-03-31,2622.54,credit_card,refunded
272,272,2024-10-17,1050.9,cash,paid
273,273,2023-09-12,895.9,cash,paid
274,274,2024-06-29,779.79,credit_card,paid
275,275,2023-12-31,3522.36,credit_card,paid
276,276,2021-10-06,1110.77,paypal,paid
277,277,2022-12-30,238.57,debit_card,paid
278,278,2022-07-24,811.29,credit_card,paid
279,279,2022-02-03,1561.16,cash,paid
280,280,2021-04-21,246.21,cash,refunded
281,281,2022-11-15,269.28,debit_card,paid
282,282,2022-07-07,449.11,debit_card,paid
283,283,2021-03-08,516.36,credit_card,paid
284,284,2023-02-14,570.18,cash,paid
285,285,2021-05-30,1162.96,debit_card,pending
286,286,2024-04-22,265.42,cash,paid
287,287,2023-05-22,200.17,cash,paid
288,288,2023-04-11,206.1,debit_card,paid
289,289,2025-02-04,2180.22,paypal,paid
290,290,2025-10-29,89.99,paypal,paid
291,291,2021-12-15,411.48,debit_card,paid
292,292,2024-11-26,234.36,debit_card,refunded
293,293,2024-03-30,886.24,credit_card,refunded
294,294,2021-08-24,115.76,credit_card,paid
295,295,2021-04-16,760.09,debit_card,paid
296,296,2024-05-26,3259.5,cash,paid
297,297,2023-11-14,482.25,cash,paid
298,298,2023-04-12,911.93,paypal,paid
299,299,2022-12-16,2421.97,credit_card,pending
300,300,2023-01-03,4759.05,cash,pending
301,301,2023-06-18,1760.2,cash,paid
302,302,2024-06-10,570.1,cash,pending
303,303,2023-07-03,1358.6,paypal,paid
304,304,2021-09-03,299.65,debit_card,paid
305,305,2021-03-10,349.35,debit_card,pending
306,306,2024-12-31,1364.33,cash,refunded
307,307,2022-11-19,737.21,credit_card,paid
308,308,2021-07-29,1922.61,cash,paid
309,309,2024-04-16,922.61,credit_card,paid
310,310,2024-04-17,1437.82,paypal,paid
311,311,2021-01-01,106.91,debit_card,paid
312,312,2023-01-27,1033.91,credit_card,refunded
313,313,2021-08-13,945.68,cash,paid
314,314,2023-06-15,294.84,paypal,paid
315,315,2022-10-08,916.38,credit_card,paid
316,316,2021-02-16,240.67,credit_card,paid
317,317,2023-10-07,193.94,paypal,paid
318,318,2022-09-28,851.34,credit_card,paid
319,319,2023-10-24,716.02,credit_card,paid
320,320,2022-07-07,1072.13,debit_card,paid
321,321,2023-09-25,930.42,credit_card,paid
322,322,2021-02-14,2878.57,debit_card,paid
323,323,2023-03-31,153.78,paypal,paid
324,324,2022-05-22,2375.48,debit_card,paid
325,325,2021-02-07,1527.58,credit_card,paid
326,326,2024-09-03,208.46,debit_card,paid
327,327,2024-03-06,143.64,debit_card,paid
328,328,2023-03-22,2307.78,credit_card,paid
329,329,2025-09-15,883.85,cash,paid
330,330,2021-04-28,221.53,debit_card,paid
331,331,2023-12-07,463.29,paypal,paid
332,332,2023-10-17,1187.57,credit_card,pending
333,333,2025-10-25,1342.75,debit_card,refunded
334,334,2024-11-19,697.5,credit_card,paid
335,335,2023-01-19,611.93,debit_card,paid
336,336,2024-07-23,699.15,cash,paid
337,337,2025-04-27,290.33,credit_card,paid
338,338,2021-02-04,1347.23,credit_card,paid
339,339,2023-05-27,551.77,paypal,paid
340,340,2024-02-27,2874.48,paypal,paid
341,341,2023-03-25,806.12,debit_card,paid
342,342,2023-04-01,671.09,paypal,paid
343,343,2021-08-11,795.86,paypal,paid
344,344,2023-04-11,537.45,cash,paid
345,345,2024-07-16,307.69,paypal,paid
346,346,2021-12-08,739.17,debit_card,paid
347,347,2024-10-13,385.61,credit_card,paid
348,348,2021-05-04,2517.94,debit_card,paid
349,349,2023-07-05,787.09,debit_card,pending
350,350,2021-08-28,175.71,credit_card,paid
351,351,2024-04-29,560.93,cash,paid
352,352,2025-02-09,324.78,debit_card,pending
353,353,2021-06-27,1791.6,cash,paid
354,354,2024-01-25,157.05,cash,paid
355,355,2023-12-26,1403.15,credit_card,paid
356,356,2021-04-05,685.54,cash,paid
357,357,2022-05-31,449.72,debit_card,refunded
358,358,2022-12-17,711.47,cash,paid
359,359,2021-01-02,139.13,credit_card,paid
360,360,2023-09-26,865.42,credit_card,paid
361,361,2023-02-25,632.06,credit_card,paid
362,362,2023-02-24,797.47,credit_card,pending
363,363,2021-01-27,468.81,cash,paid
364,364,2022-04-25,1238.07,cash,paid
365,365,2023-06-16,536.66,credit_card,paid
366,366,2023-08-31,2099.68,credit_card,pending
367,367,2024-08-28,3505.97,credit_card,paid
368,368,2023-11-28,1779.58,debit_card,refunded
369,369,2022-06-01,934.95,credit_card,paid
370,370,2025-06-15,1072.16,cash,paid
371,371,2025-04-13,435.9,paypal,paid
372,372,2021-10-04,1564.79,debit_card,paid
373,373,2023-11-19,282.46,paypal,paid
374,374,2023-07-22,287.8,debit_card,paid
375,375,2025-10-30,559.68,cash,paid
376,376,2025-10-27,2146.0,paypal,paid
377,377,2021-01-04,1244.08,credit_card,paid
378,378,2024-04-18,256.94,debit_card,paid
379,379,2021-12-13,207.12,paypal,paid
380,380,2023-05-20,221.45,cash,paid
381,381,2024-07-04,1074.17,credit_card,paid
382,382,2021-04-22,1571.0,credit_card,paid
383,383,2024-09-06,247.94,cash,paid
384,384,2022-01-11,953.92,paypal,paid
385,385,2021-09-05,1258.06,credit_card,paid
386,386,2024-05-07,2137.84,debit_card,paid
387,387,2022-03-30,1062.89,debit_card,paid
388,388,2025-12-05,1619.8,paypal,pending
389,389,2025-07-02,1213.39,debit_card,paid
390,390,2021-12-21,934.39,cash,paid
391,391,2024-07-18,515.6,paypal,paid
392,392,2021-06-03,475.89,credit_card,paid
393,393,2022-09-20,633.03,credit_card,paid
394,394,2022-01-12,398.55,credit_card,paid
395,395,2023-01-10,106.49,cash,paid
396,396,2022-12-26,2255.36,credit_card,paid
397,397,2021-12-23,568.88,paypal,paid
398,398,2023-06-26,229.98,debit_card,paid
399,399,2021-05-27,1441.43,paypal,refunded
400,400,2023-04-15,806.38,credit_card,paid
401,401,2024-12-12,1249.14,cash,paid
402,402,2024-08-19,583.21,paypal,refunded
403,403,2025-06-29,2003.08,debit_card,paid
404,404,2025-08-30,2014.8,paypal,paid
405,405,2024-05-07,612.26,paypal,paid
406,406,2025-05-25,564.48,paypal,refunded
407,407,2023-01-01,342.31,paypal,refunded
408,408,2022-07-10,899.84,paypal,paid
409,409,2023-11-22,3380.25,cash,paid
410,410,2022-04-02,1588.74,debit_card,paid
411,411,2021-08-29,1180.5,cash,paid
412,412,2021-06-27,2617.21,cash,paid
413,413,2025-06-19,488.66,debit_card,refunded
414,414,2021-10-12,955.99,cash,paid
415,415,2021-10-13,192.28,debit_card,refunded
416,416,2024-09-04,1168.22,debit_card,paid
417,417,2023-10-21,519.34,credit_card,paid
418,418,2023-02-02,1975.12,cash,paid
419,419,2021-01-01,138.04,credit_card,paid
420,420,2025-10-24,587.93,credit_card,paid
421,421,2022-09-12,789.51,cash,paid
422,422,2021-03-01,462.3,debit_card,paid
423,423,2024-10-25,1024.48,debit_card,paid
424,424,2021-10-03,158.54,cash,paid
425,425,2025-08-23,872.81,credit_card,paid
426,426,2022-09-20,556.47,credit_card,paid
427,427,2021-11-19,195.55,debit_card,refunded
428,428,2021-11-18,463.15,debit_card,paid
429,429,2024-12-28,1450.2,paypal,refunded
430,430,2024-10-15,337.24,debit_card,paid
431,431,2024-03-28,478.52,cash,paid
432,432,2022-01-14,103.63,debit_card,paid
433,433,2025-04-21,122.32,credit_card,paid
434,434,2022-05-13,324.78,credit_card,paid
435,435,2023-07-09,162.3,cash,pending
436,436,2024-05-21,343.44,debit_card,paid
437,437,2023-08-04,110.28,paypal,paid
438,438,2023-07-16,298.01,debit_card,pending
439,439,2025-02-21,389.37,paypal,refunded
440,440,2025-01-07,1213.94,credit_card,paid
441,441,2023-01-22,827.32,paypal,paid
442,442,2023-07-19,589.27,paypal,paid
443,443,2024-09-27,957.52,paypal,paid
444,444,2023-05-07,820.93,credit_card,paid
445,445,2023-03-22,1781.64,paypal,paid
446,446,2023-10-08,296.54,paypal,paid
447,447,2022-04-30,966.96,cash,paid
448,448,2024-02-02,783.07,paypal,paid
449,449,2021-01-02,151.96,debit_card,refunded
450,450,2024-09-29,1015.29,credit_card,paid
451,451,2024-03-21,202.98,paypal,refunded
452,452,2022-04-02,498.85,credit_card,paid
453,453,2024-02-29,247.51,debit_card,paid
454,454,2023-09-01,236.24,credit_card,paid
455,455,2024-07-09,343.18,cash,paid
456,456,2024-07-31,255.79,credit_card,paid
457,457,2024-06-12,1009.49,debit_card,refunded
458,458,2021-06-22,364.76,cash,paid
459,459,2025-01-13,534.63,debit_card,paid
460,460,2023-08-16,237.23,paypal,paid
461,461,2021-07-04,6894.57,credit_card,paid
462,462,2025-07-14,639.33,credit_card,refunded
463,463,2022-09-06,446.35,credit_card,paid
464,464,2023-10-30,1367.53,paypal,paid
465,465,2024-10-13,260.11,credit_card,refunded
466,466,2023-08-22,960.06,paypal,paid
467,467,2025-06-23,2396.85,cash,paid
468,468,2024-05-24,672.82,cash,paid
469,469,2024-05-05,878.65,paypal,paid
470,470,2022-07-13,430.81,credit_card,paid
471,471,2025-06-27,2824.25,credit_card,paid
472,472,2025-01-02,246.27,debit_card,refunded
473,473,2025-05-23,867.9,debit_card,paid
474,474,2024-05-17,588.28,debit_card,paid
475,475,2021-12-28,1697.34,debit_card,paid
476,476,2021-02-12,123.71,paypal,paid
477,477,2025-06-29,250.19,paypal,paid
478,478,2023-03-07,390.2,debit_card,paid
479,479,2023-11-14,887.13,cash,paid
480,480,2024-07-22,204.35,paypal,paid
481,481,2024-12-18,130.07,debit_card,paid
482,482,2024-07-15,2256.83,debit_card,paid
483,483,2021-05-01,110.89,cash,pending
484,484,2023-06-05,241.8,paypal,paid
485,485,2021-01-14,819.59,debit_card,paid
486,486,2021-06-09,406.82,credit_card,paid
487,487,2022-05-06,794.54,cash,paid
488,488,2021-07-06,612.3,paypal,paid
489,489,2025-11-17,2377.58,cash,paid
490,490,2022-03-30,1644.31,debit_card,paid
491,491,2024-12-03,2788.79,cash,pending
492,492,2022-05-27,220.91,paypal,paid
493,493,2021-12-25,1062.08,cash,paid
494,494,2022-09-25,642.5,cash,paid
495,495,2024-05-06,282.04,debit_card,paid
496,496,2021-02-05,1643.61,debit_card,paid
497,497,2021-03-06,413.83,debit_card,pending
498,498,2024-08-28,2400.11,cash,paid
499,499,2022-04-15,1638.34,cash,paid
500,500,2024-04-10,1896.36,paypal,paid
501,501,2024-08-22,521.66,credit_card,paid
502,502,2023-10-31,539.31,paypal,paid
503,503,2023-11-11,1136.66,debit_card,refunded
504,504,2025-01-24,350.54,credit_card,paid
505,505,2025-03-22,1006.5,credit_card,paid
506,506,2021-11-19,274.23,paypal,paid
507,507,2022-05-17,614.81,cash,paid
508,508,2024-06-19,2122.46,credit_card,paid
509,509,2023-07-20,1246.36,paypal,paid
510,510,2022-07-15,1005.72,paypal,paid
511,511,2022-04-24,638.38,cash,paid
512,512,2022-06-16,252.76,credit_card,paid
513,513,2025-01-10,883.83,cash,paid
514,514,2023-12-27,1103.48,debit_card,paid
515,515,2025-10-01,3257.67,debit_card,paid
516,516,2024-06-22,1016.56,debit_card,paid
517,517,2021-07-03,249.0,cash,paid
518,518,2021-01-01,408.82,cash,paid
519,519,2023-02-09,757.49,cash,paid
520,520,2022-02-09,2989.04,cash,paid
521,521,2021-01-03,2077.46,paypal,paid
522,522,2023-03-14,926.29,paypal,paid
523,523,2021-02-21,146.68,paypal,paid
524,524,2023-04-21,321.83,paypal,paid
525,525,2021-09-13,788.67,debit_card,paid
526,526,2025-10-07,1065.59,credit_card,paid
527,527,2025-02-05,230.88,credit_card,paid
528,528,2023-10-23,446.23,debit_card,refunded
529,529,2024-09-18,331.98,debit_card,paid
530,530,2021-01-02,736.9,cash,paid
531,531,2024-03-29,380.01,debit_card,paid
532,532,2024-06-17,981.85,paypal,paid
533,533,2023-02-10,2432.46,credit_card,paid
534,534,2021-02-28,1305.52,debit_card,paid
535,535,2022-02-24,1021.32,paypal,paid
536,536,2023-12-28,304.29,debit_card,refunded
537,537,2021-05-11,335.07,paypal,paid
538,538,2025-08-19,280.71,credit_card,paid
539,539,2021-10-29,858.48,cash,paid
540,540,2022-09-04,1097.4,cash,paid
541,541,2025-03-28,832.16,credit_card,paid
542,542,2024-11-25,214.62,paypal,paid
543,543,2025-04-12,863.5,paypal,paid
544,544,2023-04-23,781.74,paypal,paid
545,545,2023-05-09,478.04,debit_card,paid
546,546,2021-05-15,147.63,cash,paid
547,547,2025-04-22,217.85,cash,paid
548,548,2022-12-20,264.54,paypal,paid
549,549,2022-10-18,289.26,cash,paid
550,550,2021-11-12,2617.92,credit_card,paid
551,551,2025-10-17,932.24,paypal,paid
552,552,2025-06-09,622.12,debit_card,paid
553,553,2024-10-12,774.68,credit_card,paid
554,554,2023-12-02,152.88,debit_card,paid
555,555,2023-03-17,564.03,credit_card,paid
556,556,2021-05-26,328.85,cash,paid
557,557,2023-07-10,970.61,credit_card,paid
558,558,2024-11-04,858.67,debit_card,paid
559,559,2024-05-15,323.72,paypal,paid
560,560,2024-11-25,306.34,credit_card,pending
561,561,2023-09-26,412.1,debit_card,paid
562,562,2024-09-21,482.08,credit_card,paid
563,563,2022-11-04,115.73,paypal,pending
564,564,2023-07-28,1006.94,debit_card,refunded
565,565,2022-10-30,166.93,paypal,paid
566,566,2022-10-15,1386.25,debit_card,paid
567,567,2023-07-21,488.13,debit_card,paid
568,568,2023-03-04,227.11,paypal,paid
569,569,2021-05-09,1652.26,debit_card,paid
570,570,2023-11-02,707.74,debit_card,paid
571,571,2021-04-13,360.35,cash,paid
572,572,2023-09-11,348.19,cash,paid
573,573,2024-10-30,1402.52,paypal,paid
574,574,2022-11-21,877.41,debit_card,paid
575,575,2025-03-20,967.15,cash,paid
576,576,2023-11-23,2218.81,debit_card,paid
577,577,2021-03-22,719.12,cash,paid
578,578,2025-06-04,155.16,credit_card,refunded
579,579,2025-02-19,1198.1,debit_card,paid
580,580,2022-08-12,590.32,debit_card,refunded
581,581,2023-03-19,324.04,debit_card,paid
582,582,2021-05-10,405.27,debit_card,refunded
583,583,2023-05-13,589.12,credit_card,paid
584,584,2023-12-13,1036.98,debit_card,paid
585,585,2022-04-13,976.06,debit_card,paid
586,586,2025-01-24,4118.92,debit_card,paid
587,587,2022-11-05,592.19,cash,paid
588,588,2021-06-20,795.17,cash,paid
589,589,2025-02-01,2954.66,paypal,paid
590,590,2021-09-28,1342.25,cash,paid
591,591,2021-09-11,145.87,cash,paid
592,592,2021-11-25,914.5,debit_card,paid
593,593,2022-01-01,1575.73,cash,paid
594,594,2024-01-31,269.22,paypal,paid
595,595,2021-09-01,749.75,debit_card,paid
596,596,2021-02-24,3711.08,debit_card,paid
597,597,2023-09-24,609.76,cash,paid
598,598,2022-11-27,114.19,credit_card,refunded
599,599,2025-11-07,1052.69,debit_card,pending
600,600,2025-06-21,397.7,cash,paid
601,601,2023-03-16,1789.16,credit_card,paid
602,602,2024-10-31,3568.77,cash,pending
603,603,2024-06-08,719.07,paypal,paid
604,604,2024-11-07,428.83,debit_card,pending
605,605,2023-05-20,690.58,cash,paid
606,606,2023-09-18,655.18,credit_card,paid
607,607,2023-03-06,347.06,debit_card,paid
608,608,2021-02-12,901.41,paypal,paid
609,609,2022-06-22,685.72,credit_card,paid
610,610,2024-05-13,123.32,credit_card,paid
611,611,2025-01-05,266.43,paypal,paid
612,612,2024-12-22,572.05,paypal,pending
613,613,2025-01-16,509.64,cash,refunded
614,614,2024-04-16,960.63,cash,paid
