review_id,booking_id,guest_id,rating,review_date,comment
240,22515,6575,3,2024-06-25,Loved the location and amenities.
241,28143,3621,4,2022-06-01,Loved the location and amenities.
242,966,47,4,2024-10-12,"Great stay, would come back again."
243,8395,2767,5,2021-08-23,Check-in took too long.
244,38899,5112,5,2022-01-15,"Great stay, would come back again."
245,38152,7939,4,2023-05-22,"Would not recommend, poor housekeeping."
246,16905,9516,5,2023-09-01,Check-in took too long.
247,34155,2732,3,2023-01-18,"Average experience, nothing special."
248,35215,275,5,2022-05-17,Check-in took too long.
249,6076,8509,4,2024-01-25,Bed was uncomfortable but view was great.
250,36391,6692,5,2024-09-29,"Average experience, nothing special."
251,38396,8253,3,2021-07-29,Excellent service from the front desk.
252,8769,2001,5,2024-03-19,Loved the location and amenities.
253,29467,1822,4,2024-06-27,Excellent service from the front desk.
254,27769,6365,2,2023-06-19,Room was clean and staff were friendly.
255,1676,849,3,2025-09-17,"Would not recommend, poor housekeeping."
256,11586,9064,3,2025-10-31,"Great stay, would come back again."
257,37723,1639,5,2022-01-18,Bed was uncomfortable but view was great.
258,1427,1594,4,2023-03-06,"Average experience, nothing special."
259,42162,4769,3,2021-06-20,Check-in took too long.
260,18525,9321,5,2021-06-23,Check-in took too long.
261,3912,7853,4,2023-02-28,Bed was uncomfortable but view was great.
262,14400,6490,5,2024-08-19,Room smelled a bit musty.
263,12506,7370,5,2025-10-04,Excellent service from the front desk.
264,18099,5740,3,2022-10-22,Perfect for a weekend getaway.
265,30359,2541,5,2021-12-05,"Average experience, nothing special."
266,23915,5280,4,2023-12-11,Room smelled a bit musty.
267,42585,9804,4,2024-09-08,"Average experience, nothing special."
268,29012,2631,2,2024-11-20,"Would not recommend, poor housekeeping."
269,21954,4327,2,2025-05-25,Loved the location and amenities.
270,11977,1845,1,2025-04-22,Check-in took too long.
271,4308,2297,5,2022-08-24,Room smelled a bit musty.
272,23048,2070,5,2023-11-05,Loved the location and amenities.
273,54719,4700,4,2021-12-31,Loved the location and amenities.
274,47534,1260,5,2021-02-26,Check-in took too long.
275,37358,5866,5,2023-10-07,Room was clean and staff were friendly.
276,16321,636,5,2022-07-28,"Great stay, would come back again."
277,19421,2684,5,2021-01-31,Room was clean and staff were friendly.
278,38365,5549,4,2024-08-26,Loved the location and amenities.
279,13282,8227,5,2022-03-29,"Would not recommend, poor housekeeping."
280,15039,9759,4,2022-09-10,"Would not recommend, poor housekeeping."
281,49041,4117,2,2023-11-04,"Would not recommend, poor housekeeping."
282,32901,3562,5,2022-11-11,"Would not recommend, poor housekeeping."
283,48522,6015,3,2022-04-14,Room smelled a bit musty.
284,16206,4172,2,2023-07-29,Room was clean and staff were friendly.
285,48156,1529,4,2023-02-10,Check-in took too long.
286,49947,7399,2,2021-07-22,"Great stay, would come back again."
287,11895,2408,1,2021-11-30,"Great stay, would come back again."
288,34225,6440,4,2022-05-29,Loved the location and amenities.
289,9902,6237,4,2022-02-16,"Great stay, would come back again."
290,20512,9606,4,2025-11-02,Room was clean and staff were friendly.
291,43005,4589,5,2021-12-14,Room smelled a bit musty.
292,12380,548,5,2024-11-04,"Average experience, nothing special."
293,45725,2349,4,2025-08-15,"Would not recommend, poor housekeeping."
294,30151,3998,4,2025-03-15,Excellent service from the front desk.
295,34279,2286,5,2022-12-23,Room was clean and staff were friendly.
296,38726,7328,5,2022-12-10,Loved the location and amenities.
297,26114,6904,4,2024-12-24,"Average experience, nothing special."
298,27251,5673,5,2024-08-17,"Great stay, would come back again."
299,41462,9321,1,2022-07-31,Loved the location and amenities.
300,39176,1757,1,2022-09-12,Excellent service from the front desk.
301,33061,8344,5,2025-10-28,Perfect for a weekend getaway.
302,5464,8088,5,2023-12-03,"Average experience, nothing special."
303,18384,3063,5,2021-06-28,Room smelled a bit musty.
304,52417,5615,3,2023-02-05,Excellent service from the front desk.
305,14908,9798,5,2024-01-28,"Average experience, nothing special."
306,39068,119,4,2021-02-07,Loved the location and amenities.
307,21586,2061,3,2021-05-08,Room smelled a bit musty.
308,53057,7503,5,2024-11-08,Excellent service from the front desk.
309,22129,9920,4,2021-03-20,Excellent service from the front desk.
310,52896,6044,4,2024-02-09,Check-in took too long.
311,46349,1645,4,2024-10-15,Loved the location and amenities.
312,25764,5047,5,2022-06-29,Loved the location and amenities.
313,10731,6625,3,2025-10-30,Room was clean and staff were friendly.
314,31043,1859,5,2024-03-04,Excellent service from the front desk.
315,15230,1347,2,2022-10-10,"Would not recommend, poor housekeeping."
316,5680,1979,4,2024-02-04,"Great stay, would come back again."
317,31937,8311,4,2024-12-19,Perfect for a weekend getaway.
318,22216,6561,5,2023-12-18,Excellent service from the front desk.
319,45236,6950,5,2023-09-22,Check-in took too long.
320,4236,4898,4,2022-10-06,"Average experience, nothing special."
321,25672,6621,4,2022-06-08,"Great stay, would come back again."
322,33622,4696,1,2025-05-06,Room was clean and staff were friendly.
323,7000,1915,5,2023-11-22,Bed was uncomfortable but view was great.
324,25688,8442,4,2023-02-20,"Great stay, would come back again."
325,20202,5242,5,2024-05-04,"Would not recommend, poor housekeeping."
326,24096,6646,3,2022-05-15,Bed was uncomfortable but view was great.
327,28148,4471,3,2025-10-18,"Great stay, would come back again."
328,29711,4487,4,2021-02-09,Room was clean and staff were friendly.
329,5913,7885,5,2024-03-10,"Would not recommend, poor housekeeping."
330,42881,3216,2,2023-06-08,Loved the location and amenities.
331,2200,1264,4,2025-01-26,Perfect for a weekend getaway.
332,41039,6199,5,2023-12-28,Check-in took too long.
333,33078,2748,4,2025-10-08,Perfect for a weekend getaway.
334,39931,2758,3,2022-01-02,Bed was uncomfortable but view was great.
335,20154,6101,5,2025-10-05,"Average experience, nothing special."
336,28772,2244,5,2023-08-29,Excellent service from the front desk.
337,37256,1046,2,2024-05-29,Excellent service from the front desk.
338,3837,1961,1,2023-09-04,"Average experience, nothing special."
339,12274,3285,5,2023-09-14,"Average experience, nothing special."
340,8573,861,1,2021-10-07,Check-in took too long.
341,7625,4757,3,2025-06-12,"Great stay, would come back again."
342,9862,395,4,2021-10-14,Bed was uncomfortable but view was great.
343,18850,314,5,2024-09-04,"Average experience, nothing special."
344,45447,3616,4,2022-01-16,Room was clean and staff were friendly.
345,22972,2844,4,2025-08-15,Room was clean and staff were friendly.
346,13485,8288,4,2024-10-02,Excellent service from the front desk.
347,42899,5072,5,2021-07-21,Room was clean and staff were friendly.
348,19094,704,5,2022-04-27,Room was clean and staff were friendly.
349,18327,7058,5,2023-03-02,Room was clean and staff were friendly.
350,47641,5447,4,2023-01-02,Excellent service from the front desk.
351,44643,7462,4,2021-09-25,Room smelled a bit musty.
352,34140,7266,3,2021-04-20,Loved the location and amenities.
353,31577,2891,4,2022-04-20,Excellent service from the front desk.
354,15269,6303,3,2022-01-19,Excellent service from the front desk.
355,50073,2301,4,2023-07-22,"Great stay, would come back again."
356,28397,8873,4,2025-04-12,"Average experience, nothing special."
357,41053,8518,4,2021-10-18,Bed was uncomfortable but view was great.
358,6861,28,2,2022-08-11,"Would not recommend, poor housekeeping."
359,33517,9030,3,2022-07-26,Check-in took too long.
360,36615,9254,2,2023-07-02,Perfect for a weekend getaway.
361,17396,8006,4,2023-09-13,Room was clean and staff were friendly.
362,24435,9782,5,2025-02-14,Check-in took too long.
363,42129,1688,5,2023-05-07,"Average experience, nothing special."
364,29066,6286,3,2021-12-11,Bed was uncomfortable but view was great.
365,51633,9812,4,2024-01-10,Room smelled a bit musty.
366,31478,5191,4,2021-11-10,"Average experience, nothing special."
367,36053,3974,5,2025-12-01,Perfect for a weekend getaway.
368,39029,7610,5,2021-07-20,Loved the location and amenities.
369,21613,9506,4,2023-05-22,"Great stay, would come back again."
370,25393,3399,4,2023-02-12,Room was clean and staff were friendly.
371,38195,3154,5,2021-01-09,Perfect for a weekend getaway.
372,39833,8808,4,2021-12-16,Bed was uncomfortable but view was great.
373,22075,2816,1,2022-09-25,Loved the location and amenities.
374,6257,7321,3,2025-06-22,"Would not recommend, poor housekeeping."
375,8343,9828,4,2021-04-10,"Great stay, would come back again."
376,10842,8255,4,2024-02-28,Loved the location and amenities.
377,36687,1952,5,2022-09-21,Loved the location and amenities.
378,5230,1872,3,2025-01-07,Room was clean and staff were friendly.
379,3882,8104,3,2022-09-30,Loved the location and amenities.
380,45720,8286,5,2025-07-23,"Average experience, nothing special."
381,7347,9914,5,2021-09-24,Check-in took too long.
382,40817,3299,5,2023-05-27,Check-in took too long.
383,17035,6645,4,2022-01-21,Room smelled a bit musty.
384,50836,7279,5,2022-12-18,Check-in took too long.
385,18373,5945,5,2024-05-02,Check-in took too long.
386,24015,3967,4,2023-09-03,Perfect for a weekend getaway.
387,9423,8661,2,2024-12-24,Check-in took too long.
388,50335,7757,5,2025-12-09,"Great stay, would come back again."
389,43672,4081,5,2023-01-13,Perfect for a weekend getaway.
390,15368,5112,3,2024-09-25,Room smelled a bit musty.
391,18691,634,5,2025-06-15,"Would not recommend, poor housekeeping."
392,31562,587,5,2022-09-11,"Great stay, would come back again."
393,17269,2811,5,2023-01-09,"Average experience, nothing special."
394,35118,7924,5,2025-02-26,Excellent service from the front desk.
395,16495,2546,4,2023-02-24,Perfect for a weekend getaway.
396,39273,9144,4,2021-04-28,"Average experience, nothing special."
397,54210,598,3,2023-11-09,Bed was uncomfortable but view was great.
398,45624,4912,4,2024-06-22,Bed was uncomfortable but view was great.
399,45405,4405,4,2023-03-05,Bed was uncomfortable but view was great.
400,49119,628,4,2025-08-27,"Great stay, would come back again."
401,17262,4866,4,2025-04-24,Perfect for a weekend getaway.
402,35611,7186,4,2025-11-23,Excellent service from the front desk.
403,19179,4306,3,2024-10-02,Excellent service from the front desk.
404,2194,7536,5,2025-02-24,"Would not recommend, poor housekeeping."
405,50447,4641,5,2022-09-18,"Average experience, nothing special."
406,33875,6508,4,2024-05-10,Perfect for a weekend getaway.
407,8427,6715,4,2021-07-24,"Would not recommend, poor housekeeping."
408,46230,2467,3,2021-09-23,Loved the location and amenities.
409,47352,256,4,2021-12-09,Perfect for a weekend getaway.
410,41159,3173,3,2024-08-29,Excellent service from the front desk.
411,31163,2542,4,2025-06-14,"Would not recommend, poor housekeeping."
412,48230,2807,5,2022-11-30,"Would not recommend, poor housekeeping."
413,31569,1012,4,2022-08-02,"Great stay, would come back again."
414,29768,7597,4,2023-08-17,"Great stay, would come back again."
415,42556,3742,5,2021-07-09,Check-in took too long.
416,46231,7928,3,2025-02-02,"Great stay, would come back again."
417,43468,4783,1,2024-10-24,Room smelled a bit musty.
418,44710,5287,4,2021-05-07,"Great stay, would come back again."
419,37607,6438,4,2023-09-18,Perfect for a weekend getaway.
420,32884,8491,4,2022-06-18,Room smelled a bit musty.
421,30245,550,5,2025-12-27,Perfect for a weekend getaway.
422,3695,4129,4,2024-02-04,Loved the location and amenities.
423,33258,7086,4,2025-02-28,Room smelled a bit musty.
424,2900,8039,5,2025-01-01,Room smelled a bit musty.
425,44614,7079,5,2021-12-25,Loved the location and amenities.
426,6587,9234,5,2023-06-19,Excellent service from the front desk.
427,28764,1612,3,2022-06-13,Perfect for a weekend getaway.
428,48823,5991,4,2022-10-12,Excellent service from the front desk.
429,50191,5311,5,2022-12-16,Loved the location and amenities.
430,37457,9192,5,2025-08-02,Check-in took too long.
431,46406,437,5,2025-12-19,Excellent service from the front desk.
432,43205,2333,3,2023-01-13,Room was clean and staff were friendly.
433,3063,4576,4,2024-05-13,"Average experience, nothing special."
434,51185,3962,5,2023-03-02,Check-in took too long.
435,43657,877,2,2024-04-24,Excellent service from the front desk.
436,50524,7079,4,2021-01-17,Room smelled a bit musty.
437,33692,8023,2,2023-12-29,Excellent service from the front desk.
438,27341,4824,5,2024-06-25,"Average experience, nothing special."
439,7515,6698,4,2024-12-11,"Average experience, nothing special."
440,11788,6708,5,2021-04-22,"Great stay, would come back again."
441,26154,8374,5,2021-04-24,Room was clean and staff were friendly.
442,27802,7455,5,2022-03-20,Room smelled a bit musty.
443,25095,8026,4,2023-09-14,Loved the location and amenities.
444,16921,5896,4,2024-11-29,Bed was uncomfortable but view was great.
445,50568,4484,5,2025-11-25,"Would not recommend, poor housekeeping."
446,2942,2130,4,2023-07-25,Loved the location and amenities.
447,46431,200,5,2021-09-30,"Great stay, would come back again."
448,26823,8807,5,2021-06-28,"Average experience, nothing special."
449,43878,4708,3,2022-07-04,"Would not recommend, poor housekeeping."
450,50723,6648,5,2022-03-15,"Would not recommend, poor housekeeping."
451,52010,4926,4,2022-11-04,"Would not recommend, poor housekeeping."
452,4263,9101,5,2024-11-11,Loved the location and amenities.
453,18074,4033,3,2022-10-07,Room smelled a bit musty.
454,43511,5597,4,2025-07-05,Perfect for a weekend getaway.
455,23351,2553,5,2023-01-22,Excellent service from the front desk.
456,47509,8685,5,2023-04-23,Bed was uncomfortable but view was great.
457,30406,6618,4,2022-07-22,Perfect for a weekend getaway.
458,3359,1618,5,2021-03-22,Loved the location and amenities.
459,8097,2432,1,2021-08-10,"Would not recommend, poor housekeeping."
460,19156,1746,5,2023-06-07,Excellent service from the front desk.
461,46583,1938,4,2023-07-01,Check-in took too long.
462,37569,1482,5,2022-01-05,Bed was uncomfortable but view was great.
463,11276,5925,5,2022-11-04,Bed was uncomfortable but view was great.
464,46271,2328,1,2022-01-09,Perfect for a weekend getaway.
465,5671,2687,4,2022-07-25,Excellent service from the front desk.
466,29828,2020,5,2022-09-08,Perfect for a weekend getaway.
467,5600,2718,5,2022-02-28,Loved the location and amenities.
468,44704,2992,2,2024-12-22,Excellent service from the front desk.
