pricing_id,room_type_id,season_name,start_date,end_date,price_multiplier
160,54,Regular,2025-09-01,2025-10-31,1.0
161,54,Peak,2025-06-01,2025-08-31,1.35
162,54,Off-Peak,2025-11-01,2025-12-15,0.85
163,55,Peak,2025-06-01,2025-08-31,1.35
164,55,Off-Peak,2025-11-01,2025-12-15,0.85
165,55,Holiday,2025-12-16,2026-01-15,1.6
166,56,Regular,2025-03-02,2025-05-31,1.0
167,56,Peak,2025-06-01,2025-08-31,1.35
168,56,Holiday,2025-12-16,2026-01-15,1.6
169,57,Regular,2025-03-02,2025-05-31,1.0
170,57,Peak,2025-06-01,2025-08-31,1.35
171,57,Holiday,2025-12-16,2026-01-15,1.6
172,58,Holiday,2025-12-16,2026-01-15,1.6
173,58,Regular,2025-09-01,2025-10-31,1.0
174,58,Off-Peak,2025-01-15,2025-03-01,0.85
175,59,Peak,2025-06-01,2025-08-31,1.35
176,59,Holiday,2025-12-16,2026-01-15,1.6
177,59,Off-Peak,2025-11-01,2025-12-15,0.85
178,60,Off-Peak,2025-01-15,2025-03-01,0.85
179,60,Regular,2025-09-01,2025-10-31,1.0
180,60,Peak,2025-06-01,2025-08-31,1.35
181,61,Off-Peak,2025-01-15,2025-03-01,0.85
182,61,Regular,2025-03-02,2025-05-31,1.0
183,61,Peak,2025-06-01,2025-08-31,1.35
184,62,Off-Peak,2025-01-15,2025-03-01,0.85
185,62,Regular,2025-09-01,2025-10-31,1.0
186,62,Holiday,2025-12-16,2026-01-15,1.6
187,63,Regular,2025-03-02,2025-05-31,1.0
188,63,Peak,2025-06-01,2025-08-31,1.35
189,63,Off-Peak,2025-01-15,2025-03-01,0.85
190,64,Regular,2025-03-02,2025-05-31,1.0
191,64,Holiday,2025-12-16,2026-01-15,1.6
192,64,Peak,2025-06-01,2025-08-31,1.35
193,65,Off-Peak,2025-11-01,2025-12-15,0.85
194,65,Regular,2025-09-01,2025-10-31,1.0
195,65,Holiday,2025-12-16,2026-01-15,1.6
196,66,Regular,2025-03-02,2025-05-31,1.0
197,66,Holiday,2025-12-16,2026-01-15,1.6
198,66,Peak,2025-06-01,2025-08-31,1.35
199,67,Regular,2025-09-01,2025-10-31,1.0
200,67,Off-Peak,2025-11-01,2025-12-15,0.85
201,67,Peak,2025-06-01,2025-08-31,1.35
202,68,Off-Peak,2025-11-01,2025-12-15,0.85
203,68,Regular,2025-09-01,2025-10-31,1.0
204,68,Peak,2025-06-01,2025-08-31,1.35
205,69,Holiday,2025-12-16,2026-01-15,1.6
206,69,Peak,2025-06-01,2025-08-31,1.35
207,69,Off-Peak,2025-11-01,2025-12-15,0.85
208,70,Regular,2025-09-01,2025-10-31,1.0
209,70,Off-Peak,2025-01-15,2025-03-01,0.85
210,70,Holiday,2025-12-16,2026-01-15,1.6
211,71,Regular,2025-03-02,2025-05-31,1.0
212,71,Peak,2025-06-01,2025-08-31,1.35
213,71,Holiday,2025-12-16,2026-01-15,1.6
214,72,Off-Peak,2025-11-01,2025-12-15,0.85
215,72,Regular,2025-09-01,2025-10-31,1.0
216,72,Holiday,2025-12-16,2026-01-15,1.6
217,73,Holiday,2025-12-16,2026-01-15,1.6
218,73,Peak,2025-06-01,2025-08-31,1.35
219,73,Regular,2025-03-02,2025-05-31,1.0
220,74,Peak,2025-06-01,2025-08-31,1.35
221,74,Holiday,2025-12-16,2026-01-15,1.6
222,74,Off-Peak,2025-11-01,2025-12-15,0.85
223,75,Regular,2025-09-01,2025-10-31,1.0
224,75,Peak,2025-06-01,2025-08-31,1.35
225,75,Off-Peak,2025-01-15,2025-03-01,0.85
226,76,Holiday,2025-12-16,2026-01-15,1.6
227,76,Off-Peak,2025-01-15,2025-03-01,0.85
228,76,Peak,2025-06-01,2025-08-31,1.35
229,77,Holiday,2025-12-16,2026-01-15,1.6
230,77,Peak,2025-06-01,2025-08-31,1.35
231,77,Regular,2025-03-02,2025-05-31,1.0
232,78,Regular,2025-03-02,2025-05-31,1.0
233,78,Off-Peak,2025-11-01,2025-12-15,0.85
234,78,Peak,2025-06-01,2025-08-31,1.35
235,79,Holiday,2025-12-16,2026-01-15,1.6
236,79,Off-Peak,2025-01-15,2025-03-01,0.85
237,79,Peak,2025-06-01,2025-08-31,1.35
238,80,Peak,2025-06-01,2025-08-31,1.35
239,80,Holiday,2025-12-16,2026-01-15,1.6
240,80,Regular,2025-09-01,2025-10-31,1.0
241,81,Regular,2025-03-02,2025-05-31,1.0
242,81,Peak,2025-06-01,2025-08-31,1.35
243,81,Holiday,2025-12-16,2026-01-15,1.6
244,82,Off-Peak,2025-01-15,2025-03-01,0.85
245,82,Holiday,2025-12-16,2026-01-15,1.6
246,82,Regular,2025-03-02,2025-05-31,1.0
247,83,Holiday,2025-12-16,2026-01-15,1.6
248,83,Off-Peak,2025-11-01,2025-12-15,0.85
249,83,Peak,2025-06-01,2025-08-31,1.35
250,84,Regular,2025-03-02,2025-05-31,1.0
251,84,Off-Peak,2025-01-15,2025-03-01,0.85
252,84,Peak,2025-06-01,2025-08-31,1.35
253,85,Off-Peak,2025-01-15,2025-03-01,0.85
254,85,Regular,2025-09-01,2025-10-31,1.0
255,85,Holiday,2025-12-16,2026-01-15,1.6
256,86,Peak,2025-06-01,2025-08-31,1.35
257,86,Regular,2025-09-01,2025-10-31,1.0
258,86,Holiday,2025-12-16,2026-01-15,1.6
259,87,Regular,2025-09-01,2025-10-31,1.0
260,87,Peak,2025-06-01,2025-08-31,1.35
261,87,Holiday,2025-12-16,2026-01-15,1.6
262,88,Off-Peak,2025-11-01,2025-12-15,0.85
263,88,Holiday,2025-12-16,2026-01-15,1.6
264,88,Peak,2025-06-01,2025-08-31,1.35
265,89,Regular,2025-03-02,2025-05-31,1.0
266,89,Peak,2025-06-01,2025-08-31,1.35
267,89,Holiday,2025-12-16,2026-01-15,1.6
268,90,Off-Peak,2025-11-01,2025-12-15,0.85
269,90,Holiday,2025-12-16,2026-01-15,1.6
270,90,Peak,2025-06-01,2025-08-31,1.35
271,91,Off-Peak,2025-11-01,2025-12-15,0.85
272,91,Holiday,2025-12-16,2026-01-15,1.6
273,91,Regular,2025-03-02,2025-05-31,1.0
274,92,Regular,2025-09-01,2025-10-31,1.0
275,92,Peak,2025-06-01,2025-08-31,1.35
276,92,Holiday,2025-12-16,2026-01-15,1.6
277,93,Peak,2025-06-01,2025-08-31,1.35
278,93,Off-Peak,2025-01-15,2025-03-01,0.85
279,93,Regular,2025-09-01,2025-10-31,1.0
280,94,Off-Peak,2025-01-15,2025-03-01,0.85
281,94,Regular,2025-09-01,2025-10-31,1.0
282,94,Peak,2025-06-01,2025-08-31,1.35
283,95,Off-Peak,2025-11-01,2025-12-15,0.85
284,95,Peak,2025-06-01,2025-08-31,1.35
285,95,Regular,2025-03-02,2025-05-31,1.0
286,96,Regular,2025-03-02,2025-05-31,1.0
287,96,Holiday,2025-12-16,2026-01-15,1.6
288,96,Peak,2025-06-01,2025-08-31,1.35
289,97,Holiday,2025-12-16,2026-01-15,1.6
290,97,Regular,2025-09-01,2025-10-31,1.0
291,97,Off-Peak,2025-11-01,2025-12-15,0.85
292,98,Holiday,2025-12-16,2026-01-15,1.6
293,98,Off-Peak,2025-01-15,2025-03-01,0.85
294,98,Peak,2025-06-01,2025-08-31,1.35
295,99,Off-Peak,2025-11-01,2025-12-15,0.85
296,99,Regular,2025-09-01,2025-10-31,1.0
297,99,Peak,2025-06-01,2025-08-31,1.35
298,100,Off-Peak,2025-11-01,2025-12-15,0.85
299,100,Holiday,2025-12-16,2026-01-15,1.6
300,100,Regular,2025-03-02,2025-05-31,1.0
301,101,Regular,2025-09-01,2025-10-31,1.0
302,101,Peak,2025-06-01,2025-08-31,1.35
303,101,Off-Peak,2025-11-01,2025-12-15,0.85
304,102,Regular,2025-03-02,2025-05-31,1.0
305,102,Off-Peak,2025-01-15,2025-03-01,0.85
306,102,Holiday,2025-12-16,2026-01-15,1.6
307,103,Holiday,2025-12-16,2026-01-15,1.6
308,103,Regular,2025-09-01,2025-10-31,1.0
309,103,Off-Peak,2025-01-15,2025-03-01,0.85
310,104,Regular,2025-03-02,2025-05-31,1.0
311,104,Holiday,2025-12-16,2026-01-15,1.6
312,104,Peak,2025-06-01,2025-08-31,1.35
313,105,Peak,2025-06-01,2025-08-31,1.35
314,105,Holiday,2025-12-16,2026-01-15,1.6
315,105,Regular,2025-09-01,2025-10-31,1.0
316,106,Holiday,2025-12-16,2026-01-15,1.6
317,106,Peak,2025-06-01,2025-08-31,1.35
318,106,Off-Peak,2025-01-15,2025-03-01,0.85
319,107,Peak,2025-06-01,2025-08-31,1.35
320,107,Off-Peak,2025-01-15,2025-03-01,0.85
321,107,Holiday,2025-12-16,2026-01-15,1.6
322,108,Peak,2025-06-01,2025-08-31,1.35
323,108,Holiday,2025-12-16,2026-01-15,1.6
324,108,Off-Peak,2025-01-15,2025-03-01,0.85
325,109,Regular,2025-03-02,2025-05-31,1.0
326,109,Peak,2025-06-01,2025-08-31,1.35
327,109,Off-Peak,2025-11-01,2025-12-15,0.85
328,110,Off-Peak,2025-01-15,2025-03-01,0.85
329,110,Holiday,2025-12-16,2026-01-15,1.6
330,110,Peak,2025-06-01,2025-08-31,1.35
331,111,Off-Peak,2025-11-01,2025-12-15,0.85
332,111,Peak,2025-06-01,2025-08-31,1.35
333,111,Regular,2025-03-02,2025-05-31,1.0
334,112,Peak,2025-06-01,2025-08-31,1.35
335,112,Holiday,2025-12-16,2026-01-15,1.6
336,112,Off-Peak,2025-01-15,2025-03-01,0.85
337,113,Regular,2025-03-02,2025-05-31,1.0
338,113,Holiday,2025-12-16,2026-01-15,1.6
339,113,Off-Peak,2025-11-01,2025-12-15,0.85
340,114,Peak,2025-06-01,2025-08-31,1.35
341,114,Off-Peak,2025-01-15,2025-03-01,0.85
342,114,Regular,2025-09-01,2025-10-31,1.0
343,115,Peak,2025-06-01,2025-08-31,1.35
344,115,Holiday,2025-12-16,2026-01-15,1.6
345,115,Regular,2025-03-02,2025-05-31,1.0
346,116,Peak,2025-06-01,2025-08-31,1.35
347,116,Off-Peak,2025-01-15,2025-03-01,0.85
348,116,Regular,2025-03-02,2025-05-31,1.0
349,117,Regular,2025-03-02,2025-05-31,1.0
350,117,Holiday,2025-12-16,2026-01-15,1.6
351,117,Off-Peak,2025-11-01,2025-12-15,0.85
352,118,Holiday,2025-12-16,2026-01-15,1.6
353,118,Peak,2025-06-01,2025-08-31,1.35
354,118,Off-Peak,2025-01-15,2025-03-01,0.85
355,119,Off-Peak,2025-11-01,2025-12-15,0.85
356,119,Peak,2025-06-01,2025-08-31,1.35
357,119,Regular,2025-03-02,2025-05-31,1.0
358,120,Off-Peak,2025-01-15,2025-03-01,0.85
359,120,Regular,2025-03-02,2025-05-31,1.0
360,120,Peak,2025-06-01,2025-08-31,1.35
361,121,Holiday,2025-12-16,2026-01-15,1.6
362,121,Regular,2025-09-01,2025-10-31,1.0
363,121,Off-Peak,2025-11-01,2025-12-15,0.85
364,122,Regular,2025-03-02,2025-05-31,1.0
365,122,Peak,2025-06-01,2025-08-31,1.35
366,122,Holiday,2025-12-16,2026-01-15,1.6
367,123,Peak,2025-06-01,2025-08-31,1.35
368,123,Regular,2025-03-02,2025-05-31,1.0
369,123,Holiday,2025-12-16,2026-01-15,1.6
370,124,Regular,2025-09-01,2025-10-31,1.0
371,124,Off-Peak,2025-11-01,2025-12-15,0.85
372,124,Peak,2025-06-01,2025-08-31,1.35
373,125,Off-Peak,2025-11-01,2025-12-15,0.85
374,125,Holiday,2025-12-16,2026-01-15,1.6
375,125,Peak,2025-06-01,2025-08-31,1.35
376,126,Regular,2025-03-02,2025-05-31,1.0
377,126,Peak,2025-06-01,2025-08-31,1.35
378,126,Off-Peak,2025-11-01,2025-12-15,0.85
379,127,Off-Peak,2025-01-15,2025-03-01,0.85
380,127,Holiday,2025-12-16,2026-01-15,1.6
381,127,Regular,2025-03-02,2025-05-31,1.0
382,128,Regular,2025-03-02,2025-05-31,1.0
383,128,Peak,2025-06-01,2025-08-31,1.35
384,128,Holiday,2025-12-16,2026-01-15,1.6
385,129,Regular,2025-03-02,2025-05-31,1.0
386,129,Off-Peak,2025-01-15,2025-03-01,0.85
387,129,Holiday,2025-12-16,2026-01-15,1.6
388,130,Regular,2025-09-01,2025-10-31,1.0
389,130,Holiday,2025-12-16,2026-01-15,1.6
390,130,Peak,2025-06-01,2025-08-31,1.35
391,131,Off-Peak,2025-11-01,2025-12-15,0.85
392,131,Regular,2025-03-02,2025-05-31,1.0
393,131,Peak,2025-06-01,2025-08-31,1.35
394,132,Holiday,2025-12-16,2026-01-15,1.6
395,132,Off-Peak,2025-01-15,2025-03-01,0.85
396,132,Peak,2025-06-01,2025-08-31,1.35
397,133,Holiday,2025-12-16,2026-01-15,1.6
398,133,Regular,2025-03-02,2025-05-31,1.0
399,133,Peak,2025-06-01,2025-08-31,1.35
400,134,Off-Peak,2025-01-15,2025-03-01,0.85
401,134,Peak,2025-06-01,2025-08-31,1.35
402,134,Regular,2025-03-02,2025-05-31,1.0
403,135,Regular,2025-03-02,2025-05-31,1.0
404,135,Peak,2025-06-01,2025-08-31,1.35
405,135,Holiday,2025-12-16,2026-01-15,1.6
406,136,Holiday,2025-12-16,2026-01-15,1.6
407,136,Off-Peak,2025-01-15,2025-03-01,0.85
408,136,Regular,2025-09-01,2025-10-31,1.0
409,137,Off-Peak,2025-01-15,2025-03-01,0.85
410,137,Regular,2025-03-02,2025-05-31,1.0
411,137,Peak,2025-06-01,2025-08-31,1.35
412,138,Holiday,2025-12-16,2026-01-15,1.6
413,138,Regular,2025-09-01,2025-10-31,1.0
414,138,Peak,2025-06-01,2025-08-31,1.35
415,139,Off-Peak,2025-11-01,2025-12-15,0.85
416,139,Regular,2025-09-01,2025-10-31,1.0
417,139,Holiday,2025-12-16,2026-01-15,1.6
418,140,Off-Peak,2025-01-15,2025-03-01,0.85
419,140,Regular,2025-03-02,2025-05-31,1.0
420,140,Holiday,2025-12-16,2026-01-15,1.6
421,141,Peak,2025-06-01,2025-08-31,1.35
422,141,Regular,2025-03-02,2025-05-31,1.0
423,141,Off-Peak,2025-01-15,2025-03-01,0.85
424,142,Regular,2025-03-02,2025-05-31,1.0
425,142,Off-Peak,2025-01-15,2025-03-01,0.85
426,142,Peak,2025-06-01,2025-08-31,1.35
427,143,Holiday,2025-12-16,2026-01-15,1.6
428,143,Off-Peak,2025-11-01,2025-12-15,0.85
429,143,Peak,2025-06-01,2025-08-31,1.35
430,144,Peak,2025-06-01,2025-08-31,1.35
431,144,Holiday,2025-12-16,2026-01-15,1.6
432,144,Off-Peak,2025-01-15,2025-03-01,0.85
433,145,Holiday,2025-12-16,2026-01-15,1.6
434,145,Regular,2025-03-02,2025-05-31,1.0
435,145,Off-Peak,2025-11-01,2025-12-15,0.85
436,146,Peak,2025-06-01,2025-08-31,1.35
437,146,Holiday,2025-12-16,2026-01-15,1.6
438,146,Regular,2025-03-02,2025-05-31,1.0
439,147,Peak,2025-06-01,2025-08-31,1.35
440,147,Holiday,2025-12-16,2026-01-15,1.6
441,147,Regular,2025-03-02,2025-05-31,1.0
442,148,Regular,2025-09-01,2025-10-31,1.0
443,148,Peak,2025-06-01,2025-08-31,1.35
444,148,Holiday,2025-12-16,2026-01-15,1.6
445,149,Off-Peak,2025-01-15,2025-03-01,0.85
446,149,Regular,2025-09-01,2025-10-31,1.0
447,149,Peak,2025-06-01,2025-08-31,1.35
448,150,Regular,2025-03-02,2025-05-31,1.0
449,150,Off-Peak,2025-11-01,2025-12-15,0.85
450,150,Peak,2025-06-01,2025-08-31,1.35
451,151,Off-Peak,2025-01-15,2025-03-01,0.85
452,151,Holiday,2025-12-16,2026-01-15,1.6
453,151,Peak,2025-06-01,2025-08-31,1.35
454,152,Off-Peak,2025-11-01,2025-12-15,0.85
455,152,Holiday,2025-12-16,2026-01-15,1.6
456,152,Regular,2025-03-02,2025-05-31,1.0
457,153,Peak,2025-06-01,2025-08-31,1.35
458,153,Off-Peak,2025-01-15,2025-03-01,0.85
459,153,Regular,2025-03-02,2025-05-31,1.0
460,154,Off-Peak,2025-01-15,2025-03-01,0.85
461,154,Peak,2025-06-01,2025-08-31,1.35
462,154,Regular,2025-09-01,2025-10-31,1.0
463,155,Regular,2025-09-01,2025-10-31,1.0
464,155,Off-Peak,2025-01-15,2025-03-01,0.85
465,155,Peak,2025-06-01,2025-08-31,1.35
466,156,Off-Peak,2025-11-01,2025-12-15,0.85
467,156,Regular,2025-09-01,2025-10-31,1.0
468,156,Peak,2025-06-01,2025-08-31,1.35
469,157,Peak,2025-06-01,2025-08-31,1.35
470,157,Regular,2025-03-02,2025-05-31,1.0
471,157,Off-Peak,2025-01-15,2025-03-01,0.85
472,158,Holiday,2025-12-16,2026-01-15,1.6
473,158,Off-Peak,2025-01-15,2025-03-01,0.85
474,158,Regular,2025-09-01,2025-10-31,1.0
475,159,Regular,2025-09-01,2025-10-31,1.0
476,159,Peak,2025-06-01,2025-08-31,1.35
477,159,Holiday,2025-12-16,2026-01-15,1.6
478,160,Holiday,2025-12-16,2026-01-15,1.6
479,160,Off-Peak,2025-01-15,2025-03-01,0.85
480,160,Regular,2025-09-01,2025-10-31,1.0
481,161,Holiday,2025-12-16,2026-01-15,1.6
482,161,Off-Peak,2025-01-15,2025-03-01,0.85
483,161,Regular,2025-03-02,2025-05-31,1.0
484,162,Holiday,2025-12-16,2026-01-15,1.6
485,162,Off-Peak,2025-01-15,2025-03-01,0.85
486,162,Regular,2025-09-01,2025-10-31,1.0
487,163,Holiday,2025-12-16,2026-01-15,1.6
488,163,Peak,2025-06-01,2025-08-31,1.35
489,163,Regular,2025-09-01,2025-10-31,1.0
490,164,Holiday,2025-12-16,2026-01-15,1.6
491,164,Off-Peak,2025-11-01,2025-12-15,0.85
492,164,Regular,2025-03-02,2025-05-31,1.0
493,165,Off-Peak,2025-01-15,2025-03-01,0.85
494,165,Regular,2025-09-01,2025-10-31,1.0
495,165,Peak,2025-06-01,2025-08-31,1.35
496,166,Peak,2025-06-01,2025-08-31,1.35
497,166,Off-Peak,2025-11-01,2025-12-15,0.85
498,166,Holiday,2025-12-16,2026-01-15,1.6
499,167,Off-Peak,2025-01-15,2025-03-01,0.85
500,167,Peak,2025-06-01,2025-08-31,1.35
501,167,Holiday,2025-12-16,2026-01-15,1.6
502,168,Off-Peak,2025-01-15,2025-03-01,0.85
503,168,Holiday,2025-12-16,2026-01-15,1.6
504,168,Peak,2025-06-01,2025-08-31,1.35
505,169,Peak,2025-06-01,2025-08-31,1.35
506,169,Off-Peak,2025-11-01,2025-12-15,0.85
507,169,Holiday,2025-12-16,2026-01-15,1.6
508,170,Regular,2025-09-01,2025-10-31,1.0
509,170,Holiday,2025-12-16,2026-01-15,1.6
510,170,Peak,2025-06-01,2025-08-31,1.35
511,171,Off-Peak,2025-11-01,2025-12-15,0.85
512,171,Peak,2025-06-01,2025-08-31,1.35
513,171,Holiday,2025-12-16,2026-01-15,1.6
514,172,Holiday,2025-12-16,2026-01-15,1.6
515,172,Off-Peak,2025-11-01,2025-12-15,0.85
516,172,Peak,2025-06-01,2025-08-31,1.35
