"hotel_id","revenue_month","revenue","prev_month_revenue","mom_growth_pct"
1,2024-12-01,8801.60,12222.06,-27.99
1,2025-01-01,13653.31,8801.60,55.12
1,2025-02-01,12992.56,13653.31,-4.84
1,2025-03-01,3962.29,12992.56,-69.50
1,2025-04-01,9412.59,3962.29,137.55
1,2025-05-01,14682.43,9412.59,55.99
1,2025-06-01,15517.39,14682.43,5.69
1,2025-07-01,11609.33,15517.39,-25.19
1,2025-08-01,19980.85,11609.33,72.11
1,2025-09-01,12764.70,19980.85,-36.12
1,2025-10-01,6226.93,12764.70,-51.22
1,2025-11-01,9293.85,6226.93,49.25
1,2025-12-01,247.58,9293.85,-97.34
2,2021-01-01,18593.67,,
2,2021-02-01,5105.04,18593.67,-72.54
2,2021-03-01,10826.66,5105.04,112.08
2,2021-04-01,11531.40,10826.66,6.51
2,2021-05-01,11721.85,11531.40,1.65
2,2021-06-01,15440.33,11721.85,31.72
2,2021-07-01,10419.81,15440.33,-32.52
2,2021-08-01,8857.09,10419.81,-15.00
2,2021-09-01,12332.25,8857.09,39.24
2,2021-10-01,12137.69,12332.25,-1.58
2,2021-11-01,10375.96,12137.69,-14.51
2,2021-12-01,5466.10,10375.96,-47.32
2,2022-01-01,11967.41,5466.10,118.94
2,2022-02-01,7089.58,11967.41,-40.76
2,2022-03-01,6204.19,7089.58,-12.49
2,2022-04-01,8082.12,6204.19,30.27
2,2022-05-01,15791.67,8082.12,95.39
2,2022-06-01,7699.66,15791.67,-51.24
2,2022-07-01,6616.78,7699.66,-14.06
2,2022-08-01,6752.80,6616.78,2.06
2,2022-09-01,8763.46,6752.80,29.78
2,2022-10-01,9650.72,8763.46,10.12
2,2022-11-01,14443.23,9650.72,49.66
2,2022-12-01,7488.19,14443.23,-48.15
2,2023-01-01,11296.53,7488.19,50.86
2,2023-02-01,8655.81,11296.53,-23.38
2,2023-03-01,8025.42,8655.81,-7.28
2,2023-04-01,4393.12,8025.42,-45.26
2,2023-05-01,17127.36,4393.12,289.87
2,2023-06-01,4018.58,17127.36,-76.54
2,2023-07-01,8844.34,4018.58,120.09
2,2023-08-01,22710.23,8844.34,156.78
2,2023-09-01,9223.52,22710.23,-59.39
2,2023-10-01,14115.18,9223.52,53.03
2,2023-11-01,3804.89,14115.18,-73.04
2,2023-12-01,2236.33,3804.89,-41.22
2,2024-01-01,8953.26,2236.33,300.36
2,2024-02-01,5216.47,8953.26,-41.74
2,2024-03-01,15163.38,5216.47,190.68
2,2024-04-01,16818.22,15163.38,10.91
2,2024-05-01,13726.75,16818.22,-18.38
2,2024-06-01,17505.80,13726.75,27.53
2,2024-07-01,13490.84,17505.80,-22.94
2,2024-08-01,17483.38,13490.84,29.59
2,2024-09-01,9565.43,17483.38,-45.29
2,2024-10-01,7372.83,9565.43,-22.92
2,2024-11-01,12985.47,7372.83,76.13
2,2024-12-01,9130.07,12985.47,-29.69
2,2025-01-01,5053.10,9130.07,-44.65
2,2025-02-01,10901.79,5053.10,115.74
2,2025-03-01,11699.88,10901.79,7.32
2,2025-04-01,12871.28,11699.88,10.01
2,2025-05-01,15754.85,12871.28,22.40
2,2025-06-01,4904.10,15754.85,-68.87
2,2025-07-01,9203.89,4904.10,87.68
2,2025-08-01,7347.55,9203.89,-20.17
2,2025-09-01,11736.58,7347.55,59.73
2,2025-10-01,10267.15,11736.58,-12.52
2,2025-11-01,11153.10,10267.15,8.63
2,2025-12-01,1392.44,11153.10,-87.52
3,2021-01-01,32508.45,,
3,2021-02-01,11262.21,32508.45,-65.36
3,2021-03-01,24280.96,11262.21,115.60
3,2021-04-01,10198.14,24280.96,-58.00
3,2021-05-01,17771.51,10198.14,74.26
3,2021-06-01,10411.98,17771.51,-41.41
3,2021-07-01,11753.67,10411.98,12.89
3,2021-08-01,12627.56,11753.67,7.44
3,2021-09-01,10667.83,12627.56,-15.52
3,2021-10-01,7101.25,10667.83,-33.43
3,2021-11-01,13722.25,7101.25,93.24
3,2021-12-01,17775.62,13722.25,29.54
3,2022-01-01,11586.27,17775.62,-34.82
3,2022-02-01,8062.74,11586.27,-30.41
3,2022-03-01,11328.62,8062.74,40.51
3,2022-04-01,5577.52,11328.62,-50.77
3,2022-05-01,17016.23,5577.52,205.09
3,2022-06-01,10997.92,17016.23,-35.37
3,2022-07-01,14042.71,10997.92,27.69
3,2022-08-01,19976.57,14042.71,42.26
3,2022-09-01,22596.05,19976.57,13.11
3,2022-10-01,9782.06,22596.05,-56.71
3,2022-11-01,13283.28,9782.06,35.79
3,2022-12-01,26978.90,13283.28,103.10
3,2023-01-01,17614.36,26978.90,-34.71
3,2023-02-01,13031.85,17614.36,-26.02
3,2023-03-01,17997.66,13031.85,38.11
3,2023-04-01,21304.29,17997.66,18.37
3,2023-05-01,9900.70,21304.29,-53.53
3,2023-06-01,11624.00,9900.70,17.41
3,2023-07-01,9129.47,11624.00,-21.46
3,2023-08-01,15568.09,9129.47,70.53
3,2023-09-01,3310.13,15568.09,-78.74
3,2023-10-01,10138.73,3310.13,206.29
3,2023-11-01,4757.68,10138.73,-53.07
3,2023-12-01,5083.67,4757.68,6.85
3,2024-01-01,6456.88,5083.67,27.01
3,2024-02-01,13612.19,6456.88,110.82
3,2024-03-01,12749.52,13612.19,-6.34
3,2024-04-01,4936.10,12749.52,-61.28
3,2024-05-01,11362.73,4936.10,130.20
3,2024-06-01,14592.37,11362.73,28.42
3,2024-07-01,12806.45,14592.37,-12.24
3,2024-08-01,17073.75,12806.45,33.32
3,2024-09-01,10466.02,17073.75,-38.70
3,2024-10-01,9517.42,10466.02,-9.06
3,2024-11-01,10749.09,9517.42,12.94
3,2024-12-01,8858.62,10749.09,-17.59
3,2025-01-01,21280.39,8858.62,140.22
3,2025-02-01,5677.22,21280.39,-73.32
3,2025-03-01,15246.76,5677.22,168.56
3,2025-04-01,20143.25,15246.76,32.11
3,2025-05-01,13273.94,20143.25,-34.10
3,2025-06-01,15371.89,13273.94,15.81
3,2025-07-01,10512.45,15371.89,-31.61
3,2025-08-01,17411.96,10512.45,65.63
3,2025-09-01,22860.53,17411.96,31.29
3,2025-10-01,12281.94,22860.53,-46.27
3,2025-11-01,11294.26,12281.94,-8.04
4,2021-01-01,25267.19,,
4,2021-02-01,5679.93,25267.19,-77.52
4,2021-03-01,8924.37,5679.93,57.12
4,2021-04-01,13464.62,8924.37,50.87
4,2021-05-01,4191.90,13464.62,-68.87
4,2021-06-01,22144.98,4191.90,428.28
4,2021-07-01,18574.92,22144.98,-16.12
4,2021-08-01,10944.04,18574.92,-41.08
4,2021-09-01,18253.63,10944.04,66.79
4,2021-10-01,9895.11,18253.63,-45.79
4,2021-11-01,11400.66,9895.11,15.22
4,2021-12-01,10597.35,11400.66,-7.05
4,2022-01-01,15327.81,10597.35,44.64
4,2022-02-01,11215.19,15327.81,-26.83
4,2022-03-01,12745.48,11215.19,13.64
4,2022-04-01,14637.57,12745.48,14.85
4,2022-05-01,13061.71,14637.57,-10.77
4,2022-06-01,9822.10,13061.71,-24.80
4,2022-07-01,7328.41,9822.10,-25.39
4,2022-08-01,10094.55,7328.41,37.75
4,2022-09-01,15534.86,10094.55,53.89
4,2022-10-01,19920.77,15534.86,28.23
4,2022-11-01,15318.59,19920.77,-23.10
4,2022-12-01,4496.72,15318.59,-70.65
4,2023-01-01,6488.41,4496.72,44.29
4,2023-02-01,10558.38,6488.41,62.73
4,2023-03-01,15764.14,10558.38,49.30
4,2023-04-01,13558.55,15764.14,-13.99
4,2023-05-01,12631.25,13558.55,-6.84
4,2023-06-01,12664.53,12631.25,0.26
4,2023-07-01,17861.52,12664.53,41.04
4,2023-08-01,12645.23,17861.52,-29.20
4,2023-09-01,13085.23,12645.23,3.48
4,2023-10-01,10733.19,13085.23,-17.97
4,2023-11-01,9615.23,10733.19,-10.42
4,2023-12-01,9220.87,9615.23,-4.10
4,2024-01-01,13097.64,9220.87,42.04
4,2024-02-01,8638.63,13097.64,-34.04
4,2024-03-01,14543.26,8638.63,68.35
4,2024-04-01,6278.18,14543.26,-56.83
4,2024-05-01,11684.48,6278.18,86.11
4,2024-06-01,11389.30,11684.48,-2.53
4,2024-07-01,6676.48,11389.30,-41.38
4,2024-08-01,15608.67,6676.48,133.79
4,2024-09-01,12683.45,15608.67,-18.74
4,2024-10-01,2974.72,12683.45,-76.55
4,2024-11-01,16455.56,2974.72,453.18
4,2024-12-01,10675.30,16455.56,-35.13
4,2025-01-01,10271.29,10675.30,-3.78
4,2025-02-01,8723.04,10271.29,-15.07
4,2025-03-01,7806.83,8723.04,-10.50
4,2025-04-01,23446.96,7806.83,200.34
4,2025-05-01,8725.66,23446.96,-62.79
4,2025-06-01,11674.55,8725.66,33.80
4,2025-07-01,13428.03,11674.55,15.02
4,2025-08-01,8144.56,13428.03,-39.35
4,2025-09-01,12045.12,8144.56,47.89
4,2025-10-01,19519.22,12045.12,62.05
4,2025-11-01,8304.81,19519.22,-57.45
4,2025-12-01,7069.40,8304.81,-14.88
5,2021-01-01,13023.17,,
5,2021-02-01,24365.65,13023.17,87.09
5,2021-03-01,11525.03,24365.65,-52.70
5,2021-04-01,7704.88,11525.03,-33.15
5,2021-05-01,7721.03,7704.88,0.21
5,2021-06-01,19063.62,7721.03,146.91
5,2021-07-01,9499.35,19063.62,-50.17
5,2021-08-01,8138.73,9499.35,-14.32
5,2021-09-01,19458.99,8138.73,139.09
5,2021-10-01,6444.05,19458.99,-66.88
5,2021-11-01,9811.41,6444.05,52.26
5,2021-12-01,8082.44,9811.41,-17.62
5,2022-01-01,8626.95,8082.44,6.74
5,2022-02-01,23103.71,8626.95,167.81
5,2022-03-01,14302.59,23103.71,-38.09
5,2022-04-01,8179.25,14302.59,-42.81
5,2022-05-01,16090.33,8179.25,96.72
5,2022-06-01,18675.29,16090.33,16.07
5,2022-07-01,17276.19,18675.29,-7.49
5,2022-08-01,24208.32,17276.19,40.13
5,2022-09-01,8410.05,24208.32,-65.26
5,2022-10-01,19430.00,8410.05,131.03
5,2022-11-01,9410.46,19430.00,-51.57
5,2022-12-01,7164.83,9410.46,-23.86
5,2023-01-01,13293.67,7164.83,85.54
5,2023-02-01,8091.52,13293.67,-39.13
5,2023-03-01,10547.83,8091.52,30.36
5,2023-04-01,7804.69,10547.83,-26.01
5,2023-05-01,16522.84,7804.69,111.70
5,2023-06-01,12333.64,16522.84,-25.35
5,2023-07-01,22161.57,12333.64,79.68
5,2023-08-01,22328.62,22161.57,0.75
5,2023-09-01,9716.03,22328.62,-56.49
5,2023-10-01,4606.74,9716.03,-52.59
5,2023-11-01,13496.12,4606.74,192.96
5,2023-12-01,9843.75,13496.12,-27.06
5,2024-01-01,13934.29,9843.75,41.55
5,2024-02-01,30141.56,13934.29,116.31
5,2024-03-01,15540.03,30141.56,-48.44
5,2024-04-01,17619.14,15540.03,13.38
5,2024-05-01,13681.14,17619.14,-22.35
5,2024-06-01,18404.91,13681.14,34.53
5,2024-07-01,19992.06,18404.91,8.62
5,2024-08-01,10900.92,19992.06,-45.47
5,2024-09-01,23694.53,10900.92,117.36
5,2024-10-01,16546.33,23694.53,-30.17
5,2024-11-01,9023.68,16546.33,-45.46
5,2024-12-01,28292.92,9023.68,213.54
5,2025-01-01,4768.57,28292.92,-83.15
5,2025-02-01,14497.57,4768.57,204.02
5,2025-03-01,27747.15,14497.57,91.39
5,2025-04-01,8266.43,27747.15,-70.21
5,2025-05-01,15721.92,8266.43,90.19
5,2025-06-01,6831.56,15721.92,-56.55
5,2025-07-01,18930.30,6831.56,177.10
5,2025-08-01,24625.23,18930.30,30.08
5,2025-09-01,9983.71,24625.23,-59.46
5,2025-10-01,8837.38,9983.71,-11.48
5,2025-11-01,7859.29,8837.38,-11.07
5,2025-12-01,1997.45,7859.29,-74.58
6,2021-01-01,16806.87,,
6,2021-02-01,8744.64,16806.87,-47.97
6,2021-03-01,11626.14,8744.64,32.95
6,2021-04-01,6208.27,11626.14,-46.60
6,2021-05-01,6478.23,6208.27,4.35
6,2021-06-01,4887.12,6478.23,-24.56
6,2021-07-01,12431.30,4887.12,154.37
6,2021-08-01,3626.29,12431.30,-70.83
6,2021-09-01,12340.93,3626.29,240.32
6,2021-10-01,5318.98,12340.93,-56.90
6,2021-11-01,13326.10,5318.98,150.54
6,2021-12-01,5499.39,13326.10,-58.73
6,2022-01-01,11368.80,5499.39,106.73
6,2022-02-01,11577.23,11368.80,1.83
6,2022-03-01,8066.58,11577.23,-30.32
6,2022-04-01,13703.28,8066.58,69.88
6,2022-05-01,9172.12,13703.28,-33.07
6,2022-06-01,11546.82,9172.12,25.89
6,2022-07-01,6823.57,11546.82,-40.91
6,2022-08-01,8667.44,6823.57,27.02
6,2022-09-01,14986.26,8667.44,72.90
6,2022-10-01,5256.78,14986.26,-64.92
6,2022-11-01,8860.16,5256.78,68.55
6,2022-12-01,8216.61,8860.16,-7.26
6,2023-01-01,12553.84,8216.61,52.79
6,2023-02-01,9404.50,12553.84,-25.09
6,2023-03-01,13764.08,9404.50,46.36
6,2023-04-01,9937.91,13764.08,-27.80
6,2023-05-01,5239.50,9937.91,-47.28
6,2023-06-01,7131.03,5239.50,36.10
6,2023-07-01,17128.69,7131.03,140.20
6,2023-08-01,10625.71,17128.69,-37.97
6,2023-09-01,8800.00,10625.71,-17.18
6,2023-10-01,7968.27,8800.00,-9.45
6,2023-11-01,13840.11,7968.27,73.69
6,2023-12-01,8809.97,13840.11,-36.34
6,2024-01-01,8091.50,8809.97,-8.16
6,2024-02-01,10045.34,8091.50,24.15
6,2024-03-01,9519.99,10045.34,-5.23
6,2024-04-01,11232.50,9519.99,17.99
6,2024-05-01,11798.09,11232.50,5.04
6,2024-06-01,12165.40,11798.09,3.11
6,2024-07-01,6030.15,12165.40,-50.43
6,2024-08-01,9318.65,6030.15,54.53
6,2024-09-01,8007.15,9318.65,-14.07
6,2024-10-01,16481.42,8007.15,105.83
6,2024-11-01,9542.03,16481.42,-42.10
6,2024-12-01,5017.21,9542.03,-47.42
6,2025-01-01,10077.06,5017.21,100.85
6,2025-02-01,7876.09,10077.06,-21.84
6,2025-03-01,8016.39,7876.09,1.78
6,2025-04-01,11196.79,8016.39,39.67
6,2025-05-01,11910.01,11196.79,6.37
6,2025-06-01,6067.77,11910.01,-49.05
6,2025-07-01,7233.86,6067.77,19.22
6,2025-08-01,12457.64,7233.86,72.21
6,2025-09-01,4698.21,12457.64,-62.29
6,2025-10-01,12212.85,4698.21,159.95
6,2025-11-01,4887.74,12212.85,-59.98
6,2025-12-01,483.45,4887.74,-90.11
7,2021-01-01,25247.97,,
7,2021-02-01,9472.58,25247.97,-62.48
7,2021-03-01,18996.61,9472.58,100.54
7,2021-04-01,13809.91,18996.61,-27.30
7,2021-05-01,29490.54,13809.91,113.55
7,2021-06-01,12961.24,29490.54,-56.05
7,2021-07-01,9076.54,12961.24,-29.97
7,2021-08-01,18017.94,9076.54,98.51
7,2021-09-01,8508.61,18017.94,-52.78
7,2021-10-01,14469.40,8508.61,70.06
7,2021-11-01,12137.71,14469.40,-16.11
7,2021-12-01,5955.34,12137.71,-50.94
7,2022-01-01,4523.08,5955.34,-24.05
7,2022-02-01,18186.83,4523.08,302.09
7,2022-03-01,14116.28,18186.83,-22.38
7,2022-04-01,10173.64,14116.28,-27.93
7,2022-05-01,15474.25,10173.64,52.10
7,2022-06-01,18894.13,15474.25,22.10
7,2022-07-01,15138.92,18894.13,-19.88
7,2022-08-01,23974.64,15138.92,58.36
7,2022-09-01,11973.57,23974.64,-50.06
7,2022-10-01,12894.09,11973.57,7.69
7,2022-11-01,15142.19,12894.09,17.44
7,2022-12-01,14276.68,15142.19,-5.72
7,2023-01-01,14262.18,14276.68,-0.10
7,2023-02-01,12130.57,14262.18,-14.95
7,2023-03-01,11371.08,12130.57,-6.26
7,2023-04-01,16798.35,11371.08,47.73
7,2023-05-01,8593.15,16798.35,-48.85
7,2023-06-01,12575.57,8593.15,46.34
7,2023-07-01,12830.89,12575.57,2.03
7,2023-08-01,6466.97,12830.89,-49.60
7,2023-09-01,12959.55,6466.97,100.40
7,2023-10-01,10028.11,12959.55,-22.62
7,2023-11-01,11767.42,10028.11,17.34
7,2023-12-01,22710.35,11767.42,92.99
7,2024-01-01,16036.40,22710.35,-29.39
7,2024-02-01,17278.19,16036.40,7.74
7,2024-03-01,17341.08,17278.19,0.36
7,2024-04-01,11486.46,17341.08,-33.76
7,2024-05-01,16539.31,11486.46,43.99
7,2024-06-01,14274.28,16539.31,-13.69
7,2024-07-01,10821.73,14274.28,-24.19
7,2024-08-01,17615.11,10821.73,62.78
7,2024-09-01,20534.43,17615.11,16.57
7,2024-10-01,5237.35,20534.43,-74.49
7,2024-11-01,18740.23,5237.35,257.82
7,2024-12-01,6914.05,18740.23,-63.11
7,2025-01-01,7543.92,6914.05,9.11
7,2025-02-01,8830.73,7543.92,17.06
7,2025-03-01,11932.44,8830.73,35.12
7,2025-04-01,11513.09,11932.44,-3.51
7,2025-05-01,13766.59,11513.09,19.57
7,2025-06-01,15024.73,13766.59,9.14
7,2025-07-01,12596.86,15024.73,-16.16
7,2025-08-01,5528.21,12596.86,-56.11
7,2025-09-01,15964.94,5528.21,188.79
7,2025-10-01,6437.98,15964.94,-59.67
7,2025-11-01,9240.36,6437.98,43.53
7,2025-12-01,1178.91,9240.36,-87.24
8,2021-01-01,25613.31,,
8,2021-02-01,12966.24,25613.31,-49.38
8,2021-03-01,8336.50,12966.24,-35.71
8,2021-04-01,11305.89,8336.50,35.62
8,2021-05-01,7506.14,11305.89,-33.61
8,2021-06-01,14652.14,7506.14,95.20
8,2021-07-01,10483.81,14652.14,-28.45
8,2021-08-01,8949.86,10483.81,-14.63
8,2021-09-01,7631.44,8949.86,-14.73
8,2021-10-01,8181.67,7631.44,7.21
8,2021-11-01,11675.58,8181.67,42.70
8,2021-12-01,11013.39,11675.58,-5.67
8,2022-01-01,11251.92,11013.39,2.17
8,2022-02-01,10970.44,11251.92,-2.50
8,2022-03-01,9541.12,10970.44,-13.03
8,2022-04-01,7394.21,9541.12,-22.50
8,2022-05-01,13011.49,7394.21,75.97
8,2022-06-01,11241.29,13011.49,-13.60
8,2022-07-01,6718.60,11241.29,-40.23
8,2022-08-01,15311.81,6718.60,127.90
8,2022-09-01,10760.13,15311.81,-29.73
8,2022-10-01,9790.07,10760.13,-9.02
8,2022-11-01,8837.08,9790.07,-9.73
8,2022-12-01,6186.91,8837.08,-29.99
8,2023-01-01,9112.18,6186.91,47.28
8,2023-02-01,17863.18,9112.18,96.04
8,2023-03-01,16327.12,17863.18,-8.60
8,2023-04-01,10795.98,16327.12,-33.88
8,2023-05-01,13738.56,10795.98,27.26
8,2023-06-01,11496.76,13738.56,-16.32
8,2023-07-01,12675.58,11496.76,10.25
8,2023-08-01,9055.05,12675.58,-28.56
8,2023-09-01,5939.10,9055.05,-34.41
8,2023-10-01,9631.72,5939.10,62.17
8,2023-11-01,9226.90,9631.72,-4.20
8,2023-12-01,9679.59,9226.90,4.91
8,2024-01-01,8308.76,9679.59,-14.16
8,2024-02-01,12622.39,8308.76,51.92
8,2024-03-01,9121.13,12622.39,-27.74
8,2024-04-01,22926.03,9121.13,151.35
8,2024-05-01,7361.12,22926.03,-67.89
8,2024-06-01,8244.63,7361.12,12.00
8,2024-07-01,17035.61,8244.63,106.63
8,2024-08-01,8715.07,17035.61,-48.84
8,2024-09-01,7059.39,8715.07,-19.00
8,2024-10-01,4511.66,7059.39,-36.09
8,2024-11-01,7738.58,4511.66,71.52
8,2024-12-01,7426.28,7738.58,-4.04
8,2025-01-01,4698.72,7426.28,-36.73
8,2025-02-01,8965.09,4698.72,90.80
8,2025-03-01,6167.10,8965.09,-31.21
8,2025-04-01,5192.16,6167.10,-15.81
8,2025-05-01,9197.51,5192.16,77.14
8,2025-06-01,12034.23,9197.51,30.84
8,2025-07-01,5189.60,12034.23,-56.88
8,2025-08-01,14035.63,5189.60,170.46
8,2025-09-01,10152.44,14035.63,-27.67
8,2025-10-01,9070.12,10152.44,-10.66
8,2025-11-01,10140.89,9070.12,11.81
8,2025-12-01,2722.53,10140.89,-73.15
9,2021-01-01,31564.24,,
9,2021-02-01,14174.03,31564.24,-55.09
9,2021-03-01,16357.93,14174.03,15.41
9,2021-04-01,13682.63,16357.93,-16.35
9,2021-05-01,12633.08,13682.63,-7.67
9,2021-06-01,12622.35,12633.08,-0.08
9,2021-07-01,11426.56,12622.35,-9.47
9,2021-08-01,8836.13,11426.56,-22.67
9,2021-09-01,15611.22,8836.13,76.67
9,2021-10-01,15593.17,15611.22,-0.12
9,2021-11-01,11876.55,15593.17,-23.83
9,2021-12-01,8488.92,11876.55,-28.52
9,2022-01-01,7424.98,8488.92,-12.53
9,2022-02-01,12791.23,7424.98,72.27
9,2022-03-01,3404.65,12791.23,-73.38
9,2022-04-01,18765.00,3404.65,451.16
9,2022-05-01,10542.41,18765.00,-43.82
9,2022-06-01,5187.57,10542.41,-50.79
9,2022-07-01,8862.84,5187.57,70.85
9,2022-08-01,14386.59,8862.84,62.32
9,2022-09-01,13812.35,14386.59,-3.99
9,2022-10-01,7315.27,13812.35,-47.04
9,2022-11-01,15894.51,7315.27,117.28
9,2022-12-01,17405.30,15894.51,9.51
9,2023-01-01,13576.79,17405.30,-22.00
9,2023-02-01,4307.62,13576.79,-68.27
9,2023-03-01,8552.21,4307.62,98.54
9,2023-04-01,5463.22,8552.21,-36.12
9,2023-05-01,8254.19,5463.22,51.09
9,2023-06-01,7616.57,8254.19,-7.72
9,2023-07-01,4513.64,7616.57,-40.74
9,2023-08-01,13751.27,4513.64,204.66
9,2023-09-01,9771.43,13751.27,-28.94
9,2023-10-01,11786.33,9771.43,20.62
9,2023-11-01,7882.60,11786.33,-33.12
9,2023-12-01,12707.02,7882.60,61.20
9,2024-01-01,5903.50,12707.02,-53.54
9,2024-02-01,9137.41,5903.50,54.78
9,2024-03-01,13390.18,9137.41,46.54
9,2024-04-01,5510.68,13390.18,-58.85
9,2024-05-01,14813.55,5510.68,168.82
9,2024-06-01,15356.61,14813.55,3.67
9,2024-07-01,15314.20,15356.61,-0.28
9,2024-08-01,7287.66,15314.20,-52.41
9,2024-09-01,6821.29,7287.66,-6.40
9,2024-10-01,11639.81,6821.29,70.64
9,2024-11-01,12524.31,11639.81,7.60
9,2024-12-01,12307.61,12524.31,-1.73
9,2025-01-01,12506.74,12307.61,1.62
9,2025-02-01,4741.96,12506.74,-62.08
9,2025-03-01,15557.13,4741.96,228.07
9,2025-04-01,5168.96,15557.13,-66.77
9,2025-05-01,16813.07,5168.96,225.27
9,2025-06-01,10171.53,16813.07,-39.50
9,2025-07-01,16432.99,10171.53,61.56
9,2025-08-01,16947.10,16432.99,3.13
9,2025-09-01,17267.65,16947.10,1.89
9,2025-10-01,17977.27,17267.65,4.11
9,2025-11-01,14646.29,17977.27,-18.53
9,2025-12-01,577.33,14646.29,-96.06
10,2021-01-01,25751.55,,
10,2021-02-01,11539.25,25751.55,-55.19
10,2021-03-01,13940.81,11539.25,20.81
10,2021-04-01,8483.40,13940.81,-39.15
10,2021-05-01,7833.24,8483.40,-7.66
10,2021-06-01,9138.92,7833.24,16.67
10,2021-07-01,16831.81,9138.92,84.18
10,2021-08-01,9479.21,16831.81,-43.68
10,2021-09-01,6565.66,9479.21,-30.74
10,2021-10-01,5252.77,6565.66,-20.00
10,2021-11-01,8953.76,5252.77,70.46
10,2021-12-01,24849.04,8953.76,177.53
10,2022-01-01,8206.62,24849.04,-66.97
10,2022-02-01,12474.88,8206.62,52.01
10,2022-03-01,2892.96,12474.88,-76.81
10,2022-04-01,4588.88,2892.96,58.62
10,2022-05-01,8913.34,4588.88,94.24
10,2022-06-01,6242.87,8913.34,-29.96
10,2022-07-01,7072.41,6242.87,13.29
10,2022-08-01,8670.84,7072.41,22.60
10,2022-09-01,9530.93,8670.84,9.92
10,2022-10-01,13248.44,9530.93,39.00
10,2022-11-01,8799.51,13248.44,-33.58
10,2022-12-01,12239.19,8799.51,39.09
10,2023-01-01,11099.49,12239.19,-9.31
10,2023-02-01,6092.47,11099.49,-45.11
10,2023-03-01,8086.58,6092.47,32.73
10,2023-04-01,8113.06,8086.58,0.33
10,2023-05-01,12342.76,8113.06,52.13
10,2023-06-01,10170.06,12342.76,-17.60
10,2023-07-01,7204.78,10170.06,-29.16
10,2023-08-01,9126.49,7204.78,26.67
10,2023-09-01,7594.03,9126.49,-16.79
10,2023-10-01,8069.14,7594.03,6.26
10,2023-11-01,8500.24,8069.14,5.34
10,2023-12-01,8715.62,8500.24,2.53
10,2024-01-01,7222.96,8715.62,-17.13
10,2024-02-01,11983.96,7222.96,65.91
10,2024-03-01,4596.05,11983.96,-61.65
10,2024-04-01,10657.19,4596.05,131.88
10,2024-05-01,15495.84,10657.19,45.40
10,2024-06-01,16576.45,15495.84,6.97
10,2024-07-01,14298.85,16576.45,-13.74
10,2024-08-01,14151.10,14298.85,-1.03
10,2024-09-01,10904.20,14151.10,-22.94
10,2024-10-01,9802.69,10904.20,-10.10
10,2024-11-01,8097.46,9802.69,-17.40
10,2024-12-01,9872.65,8097.46,21.92
10,2025-01-01,7035.71,9872.65,-28.74
10,2025-02-01,8708.27,7035.71,23.77
10,2025-03-01,17808.45,8708.27,104.50
10,2025-04-01,12505.22,17808.45,-29.78
10,2025-05-01,25323.78,12505.22,102.51
10,2025-06-01,7479.23,25323.78,-70.47
10,2025-07-01,12322.10,7479.23,64.75
10,2025-08-01,8659.05,12322.10,-29.73
