"hotel_id","check_in_date","bookings_that_day","running_total_2025"
3,2025-03-12,1,38
3,2025-03-15,1,39
3,2025-03-16,1,40
3,2025-03-17,1,41
3,2025-03-25,1,42
3,2025-03-26,1,43
3,2025-03-27,1,44
3,2025-03-28,1,45
3,2025-03-29,1,46
3,2025-03-30,1,47
3,2025-04-04,1,48
3,2025-04-06,1,49
3,2025-04-07,1,50
3,2025-04-08,1,51
3,2025-04-09,2,53
3,2025-04-14,1,54
3,2025-04-15,1,55
3,2025-04-20,1,56
3,2025-04-22,2,58
3,2025-04-25,1,59
3,2025-04-28,1,60
3,2025-04-30,1,61
3,2025-05-03,1,62
3,2025-05-06,1,63
3,2025-05-13,1,64
3,2025-05-15,1,65
3,2025-05-19,1,66
3,2025-05-20,2,68
3,2025-05-21,2,70
3,2025-05-23,1,71
3,2025-05-25,1,72
3,2025-05-29,1,73
3,2025-05-30,1,74
3,2025-06-02,1,75
3,2025-06-03,2,77
3,2025-06-05,2,79
3,2025-06-07,1,80
3,2025-06-09,1,81
3,2025-06-13,1,82
3,2025-06-16,1,83
3,2025-06-17,1,84
3,2025-06-19,1,85
3,2025-06-20,1,86
3,2025-06-21,1,87
3,2025-06-22,1,88
3,2025-06-24,1,89
3,2025-06-27,1,90
3,2025-06-30,1,91
3,2025-07-02,1,92
3,2025-07-03,1,93
3,2025-07-05,1,94
3,2025-07-07,1,95
3,2025-07-09,1,96
3,2025-07-10,1,97
3,2025-07-11,1,98
3,2025-07-15,1,99
3,2025-07-18,2,101
3,2025-07-20,1,102
3,2025-07-24,1,103
3,2025-07-27,1,104
3,2025-07-28,3,107
3,2025-07-31,1,108
3,2025-08-04,1,109
3,2025-08-08,1,110
3,2025-08-10,1,111
3,2025-08-11,1,112
3,2025-08-12,2,114
3,2025-08-14,1,115
3,2025-08-16,1,116
3,2025-08-20,1,117
3,2025-08-21,1,118
3,2025-08-23,1,119
3,2025-08-31,1,120
3,2025-09-01,1,121
3,2025-09-03,1,122
3,2025-09-06,1,123
3,2025-09-07,1,124
3,2025-09-09,1,125
3,2025-09-13,1,126
3,2025-09-14,1,127
3,2025-09-19,1,128
3,2025-09-23,1,129
3,2025-09-24,3,132
3,2025-09-25,1,133
3,2025-09-27,1,134
3,2025-10-01,2,136
3,2025-10-02,3,139
3,2025-10-08,1,140
3,2025-10-09,2,142
3,2025-10-11,1,143
3,2025-10-12,1,144
3,2025-10-17,1,145
3,2025-10-18,1,146
3,2025-10-19,1,147
3,2025-10-20,1,148
3,2025-10-22,1,149
3,2025-10-23,1,150
3,2025-10-26,2,152
3,2025-10-27,2,154
3,2025-10-28,2,156
3,2025-10-29,2,158
3,2025-10-30,1,159
3,2025-10-31,3,162
3,2025-11-04,1,163
3,2025-11-07,1,164
3,2025-11-09,1,165
3,2025-11-10,1,166
3,2025-11-13,1,167
3,2025-11-16,1,168
3,2025-11-17,1,169
3,2025-11-19,1,170
3,2025-11-21,1,171
3,2025-11-22,1,172
3,2025-11-25,2,174
3,2025-11-26,2,176
3,2025-11-27,1,177
3,2025-12-01,1,178
3,2025-12-02,2,180
3,2025-12-04,1,181
3,2025-12-06,2,183
3,2025-12-07,1,184
3,2025-12-23,1,185
3,2025-12-24,1,186
3,2025-12-28,1,187
3,2025-12-29,1,188
4,2025-01-02,1,1
4,2025-01-03,1,2
4,2025-01-06,1,3
4,2025-01-07,1,4
4,2025-01-13,1,5
4,2025-01-14,1,6
4,2025-01-15,2,8
4,2025-01-17,1,9
4,2025-01-19,1,10
4,2025-01-20,1,11
4,2025-01-25,2,13
4,2025-01-28,1,14
4,2025-01-31,1,15
4,2025-02-02,1,16
4,2025-02-04,1,17
4,2025-02-07,1,18
4,2025-02-08,1,19
4,2025-02-11,2,21
4,2025-02-12,1,22
4,2025-02-13,1,23
4,2025-02-14,1,24
4,2025-02-16,1,25
4,2025-02-18,1,26
4,2025-02-20,2,28
4,2025-02-27,2,30
4,2025-02-28,2,32
4,2025-03-05,2,34
4,2025-03-12,1,35
4,2025-03-14,1,36
4,2025-03-16,1,37
4,2025-03-21,2,39
4,2025-04-01,1,40
4,2025-04-06,3,43
4,2025-04-08,1,44
4,2025-04-10,1,45
4,2025-04-15,1,46
4,2025-04-16,2,48
4,2025-04-18,1,49
4,2025-04-21,1,50
4,2025-04-24,1,51
4,2025-04-26,1,52
4,2025-04-27,1,53
4,2025-05-04,1,54
4,2025-05-07,1,55
4,2025-05-10,1,56
4,2025-05-11,1,57
4,2025-05-18,1,58
4,2025-05-19,1,59
4,2025-05-24,1,60
4,2025-05-25,1,61
4,2025-05-26,2,63
4,2025-05-30,1,64
4,2025-06-04,2,66
4,2025-06-05,2,68
4,2025-06-11,3,71
4,2025-06-14,1,72
4,2025-06-15,1,73
4,2025-06-20,2,75
4,2025-06-22,1,76
4,2025-06-23,1,77
4,2025-06-24,2,79
4,2025-06-27,1,80
4,2025-07-02,1,81
4,2025-07-03,1,82
4,2025-07-04,1,83
4,2025-07-09,1,84
4,2025-07-10,1,85
4,2025-07-18,1,86
4,2025-07-20,1,87
4,2025-07-21,1,88
4,2025-07-22,1,89
4,2025-07-23,1,90
4,2025-07-27,1,91
4,2025-07-29,1,92
4,2025-07-31,1,93
4,2025-08-05,1,94
4,2025-08-08,2,96
4,2025-08-09,1,97
4,2025-08-11,2,99
4,2025-08-15,1,100
4,2025-08-18,2,102
4,2025-08-20,1,103
4,2025-08-21,2,105
4,2025-08-28,1,106
4,2025-08-29,1,107
4,2025-08-30,1,108
4,2025-09-03,1,109
4,2025-09-06,2,111
4,2025-09-14,1,112
4,2025-09-15,2,114
4,2025-09-21,1,115
4,2025-09-22,1,116
4,2025-09-24,1,117
4,2025-09-27,1,118
4,2025-09-28,1,119
4,2025-09-30,1,120
4,2025-10-05,1,121
4,2025-10-06,1,122
4,2025-10-08,2,124
4,2025-10-10,1,125
4,2025-10-13,1,126
4,2025-10-20,2,128
4,2025-10-23,1,129
4,2025-10-25,2,131
4,2025-11-02,1,132
4,2025-11-04,1,133
4,2025-11-05,2,135
4,2025-11-06,2,137
4,2025-11-08,1,138
4,2025-11-09,1,139
4,2025-11-10,1,140
4,2025-11-11,1,141
4,2025-11-14,1,142
4,2025-11-16,2,144
4,2025-11-20,1,145
4,2025-11-22,1,146
4,2025-11-23,1,147
4,2025-11-27,1,148
4,2025-12-03,1,149
4,2025-12-04,1,150
4,2025-12-05,1,151
4,2025-12-13,1,152
4,2025-12-14,1,153
4,2025-12-17,2,155
4,2025-12-18,1,156
4,2025-12-22,1,157
4,2025-12-24,1,158
4,2025-12-25,1,159
4,2025-12-26,3,162
4,2025-12-29,2,164
5,2025-01-02,2,2
5,2025-01-08,1,3
5,2025-01-13,1,4
5,2025-01-14,1,5
5,2025-01-17,1,6
5,2025-01-19,1,7
5,2025-01-22,2,9
5,2025-01-23,1,10
5,2025-01-27,1,11
5,2025-01-28,1,12
5,2025-02-04,1,13
5,2025-02-05,2,15
5,2025-02-07,1,16
5,2025-02-15,1,17
5,2025-02-16,1,18
5,2025-02-22,1,19
5,2025-02-24,3,22
5,2025-02-27,1,23
5,2025-03-03,1,24
5,2025-03-06,1,25
5,2025-03-08,1,26
5,2025-03-12,1,27
5,2025-03-13,2,29
5,2025-03-16,1,30
5,2025-03-18,1,31
5,2025-03-21,2,33
5,2025-03-22,1,34
5,2025-03-25,1,35
5,2025-03-27,1,36
5,2025-03-30,1,37
5,2025-03-31,1,38
5,2025-04-01,1,39
5,2025-04-03,1,40
5,2025-04-05,2,42
5,2025-04-06,2,44
5,2025-04-08,2,46
5,2025-04-13,1,47
5,2025-04-20,1,48
5,2025-04-22,1,49
5,2025-04-23,1,50
5,2025-04-24,1,51
5,2025-04-27,1,52
5,2025-04-28,1,53
5,2025-05-01,4,57
5,2025-05-02,1,58
5,2025-05-05,3,61
5,2025-05-06,2,63
5,2025-05-11,1,64
5,2025-05-12,1,65
5,2025-05-13,1,66
5,2025-05-14,2,68
5,2025-05-15,1,69
5,2025-05-17,1,70
5,2025-05-18,1,71
5,2025-05-20,1,72
5,2025-05-21,2,74
5,2025-05-28,1,75
5,2025-06-02,1,76
5,2025-06-03,2,78
5,2025-06-04,1,79
5,2025-06-08,1,80
5,2025-06-17,1,81
5,2025-06-21,1,82
5,2025-06-26,1,83
5,2025-06-28,1,84
5,2025-06-29,1,85
5,2025-07-01,1,86
5,2025-07-02,1,87
5,2025-07-05,1,88
5,2025-07-09,1,89
5,2025-07-14,1,90
5,2025-07-15,1,91
5,2025-07-19,1,92
5,2025-07-23,1,93
5,2025-07-26,1,94
5,2025-07-27,1,95
5,2025-08-05,1,96
5,2025-08-09,2,98
5,2025-08-10,1,99
5,2025-08-11,2,101
5,2025-08-13,2,103
5,2025-08-14,1,104
5,2025-08-15,1,105
5,2025-08-16,1,106
5,2025-08-17,1,107
5,2025-08-18,2,109
5,2025-08-19,2,111
5,2025-08-23,1,112
5,2025-08-26,1,113
5,2025-08-28,2,115
5,2025-08-29,2,117
5,2025-08-30,1,118
5,2025-09-01,1,119
5,2025-09-03,2,121
5,2025-09-05,1,122
5,2025-09-07,1,123
5,2025-09-08,1,124
5,2025-09-10,1,125
5,2025-09-12,1,126
5,2025-09-13,1,127
5,2025-09-15,1,128
5,2025-09-17,1,129
5,2025-09-19,1,130
5,2025-09-20,1,131
5,2025-09-22,1,132
5,2025-09-24,1,133
5,2025-09-27,1,134
5,2025-10-02,1,135
5,2025-10-07,2,137
5,2025-10-10,1,138
5,2025-10-11,1,139
5,2025-10-17,1,140
5,2025-10-21,1,141
5,2025-10-25,1,142
5,2025-10-27,1,143
5,2025-11-02,1,144
5,2025-11-03,1,145
5,2025-11-07,1,146
5,2025-11-13,1,147
5,2025-11-14,1,148
5,2025-11-17,1,149
5,2025-11-18,1,150
5,2025-11-19,1,151
5,2025-11-20,1,152
5,2025-11-21,2,154
5,2025-11-24,1,155
5,2025-11-27,1,156
5,2025-11-28,1,157
5,2025-11-30,2,159
5,2025-12-15,1,160
5,2025-12-16,1,161
5,2025-12-17,2,163
5,2025-12-18,1,164
5,2025-12-19,1,165
5,2025-12-20,2,167
5,2025-12-23,1,168
5,2025-12-28,3,171
6,2025-01-01,1,1
6,2025-01-05,1,2
6,2025-01-06,2,4
6,2025-01-07,1,5
6,2025-01-09,1,6
6,2025-01-10,2,8
6,2025-01-11,1,9
6,2025-01-14,1,10
6,2025-01-16,1,11
6,2025-01-17,3,14
6,2025-01-21,1,15
6,2025-02-02,1,16
6,2025-02-08,3,19
6,2025-02-09,1,20
6,2025-02-11,1,21
6,2025-02-13,1,22
6,2025-02-19,1,23
6,2025-02-21,1,24
6,2025-02-22,1,25
6,2025-02-23,2,27
6,2025-02-24,1,28
6,2025-02-25,3,31
6,2025-03-01,1,32
6,2025-03-03,1,33
6,2025-03-05,1,34
6,2025-03-06,1,35
6,2025-03-07,1,36
6,2025-03-10,2,38
6,2025-03-11,3,41
6,2025-03-13,2,43
6,2025-03-23,1,44
6,2025-03-24,1,45
6,2025-03-30,1,46
6,2025-04-10,1,47
6,2025-04-12,1,48
6,2025-04-16,1,49
6,2025-04-22,1,50
6,2025-04-24,1,51
6,2025-04-27,3,54
6,2025-05-04,2,56
6,2025-05-05,1,57
6,2025-05-06,1,58
6,2025-05-07,1,59
6,2025-05-08,1,60
6,2025-05-11,1,61
6,2025-05-12,1,62
6,2025-05-14,1,63
6,2025-05-20,1,64
6,2025-05-23,1,65
6,2025-05-27,2,67
6,2025-05-28,1,68
6,2025-06-01,1,69
6,2025-06-03,1,70
6,2025-06-04,1,71
6,2025-06-05,1,72
6,2025-06-08,1,73
6,2025-06-09,1,74
6,2025-06-11,1,75
6,2025-06-12,1,76
6,2025-06-14,1,77
6,2025-06-15,2,79
6,2025-06-17,1,80
6,2025-06-18,1,81
6,2025-06-20,1,82
6,2025-06-24,1,83
6,2025-06-25,1,84
6,2025-06-27,1,85
6,2025-06-28,1,86
6,2025-06-29,1,87
6,2025-06-30,1,88
6,2025-07-01,1,89
6,2025-07-03,1,90
6,2025-07-05,2,92
6,2025-07-06,1,93
6,2025-07-08,1,94
6,2025-07-10,1,95
6,2025-07-11,1,96
6,2025-07-18,1,97
6,2025-07-21,1,98
6,2025-07-23,1,99
6,2025-07-26,1,100
6,2025-07-28,1,101
6,2025-08-04,1,102
6,2025-08-06,1,103
6,2025-08-18,1,104
6,2025-08-20,2,106
6,2025-08-22,2,108
6,2025-08-23,2,110
6,2025-08-24,1,111
6,2025-08-26,1,112
6,2025-08-27,1,113
6,2025-08-28,1,114
6,2025-08-31,1,115
6,2025-09-02,1,116
6,2025-09-06,2,118
6,2025-09-08,1,119
6,2025-09-12,1,120
6,2025-09-16,1,121
6,2025-09-17,1,122
6,2025-09-21,1,123
6,2025-09-22,1,124
6,2025-09-23,2,126
6,2025-09-25,2,128
6,2025-09-26,1,129
6,2025-09-27,1,130
6,2025-09-28,1,131
6,2025-09-29,2,133
6,2025-10-05,2,135
6,2025-10-07,1,136
6,2025-10-16,1,137
6,2025-10-20,1,138
6,2025-10-21,1,139
6,2025-10-23,1,140
6,2025-10-24,1,141
6,2025-10-26,1,142
6,2025-10-27,1,143
6,2025-10-28,1,144
6,2025-10-31,1,145
6,2025-11-07,1,146
6,2025-11-08,1,147
6,2025-11-10,1,148
6,2025-11-13,1,149
6,2025-11-15,1,150
6,2025-11-18,1,151
6,2025-11-21,1,152
6,2025-11-23,1,153
6,2025-11-26,1,154
6,2025-11-27,1,155
6,2025-12-02,1,156
6,2025-12-03,1,157
6,2025-12-06,1,158
6,2025-12-08,1,159
6,2025-12-13,1,160
6,2025-12-17,1,161
6,2025-12-20,1,162
6,2025-12-23,2,164
6,2025-12-30,1,165
7,2025-01-04,1,1
7,2025-01-05,1,2
7,2025-01-07,1,3
7,2025-01-12,1,4
7,2025-01-15,1,5
7,2025-01-16,1,6
7,2025-01-17,1,7
7,2025-01-20,1,8
7,2025-01-22,2,10
7,2025-01-23,2,12
7,2025-01-25,1,13
7,2025-01-27,1,14
7,2025-01-29,1,15
7,2025-01-30,2,17
7,2025-02-03,2,19
7,2025-02-04,1,20
7,2025-02-05,1,21
7,2025-02-06,1,22
7,2025-02-14,1,23
7,2025-02-21,2,25
7,2025-02-22,1,26
7,2025-02-23,1,27
7,2025-02-28,1,28
7,2025-03-01,1,29
7,2025-03-02,1,30
7,2025-03-05,1,31
7,2025-03-06,1,32
7,2025-03-17,1,33
7,2025-03-18,1,34
7,2025-03-20,2,36
7,2025-03-21,1,37
7,2025-03-24,1,38
7,2025-03-27,1,39
7,2025-03-29,3,42
7,2025-03-30,1,43
7,2025-03-31,3,46
7,2025-04-04,1,47
7,2025-04-08,2,49
7,2025-04-09,2,51
7,2025-04-10,1,52
7,2025-04-13,2,54
7,2025-04-15,1,55
7,2025-04-16,1,56
7,2025-04-18,1,57
7,2025-04-23,1,58
7,2025-04-25,1,59
7,2025-04-27,2,61
7,2025-05-02,2,63
7,2025-05-03,1,64
7,2025-05-04,1,65
7,2025-05-06,1,66
7,2025-05-07,3,69
7,2025-05-09,2,71
7,2025-05-13,1,72
7,2025-05-14,1,73
7,2025-05-15,1,74
7,2025-05-16,1,75
7,2025-05-17,1,76
7,2025-05-18,2,78
7,2025-05-20,1,79
7,2025-05-21,1,80
7,2025-05-25,1,81
7,2025-05-30,1,82
7,2025-05-31,1,83
7,2025-06-01,1,84
7,2025-06-02,1,85
7,2025-06-06,1,86
7,2025-06-09,1,87
7,2025-06-10,1,88
7,2025-06-11,1,89
7,2025-06-13,1,90
7,2025-06-14,1,91
7,2025-06-15,1,92
7,2025-06-16,1,93
7,2025-06-18,2,95
7,2025-06-19,3,98
7,2025-06-25,1,99
7,2025-06-28,1,100
7,2025-06-29,1,101
7,2025-06-30,1,102
7,2025-07-01,2,104
7,2025-07-06,2,106
7,2025-07-07,1,107
7,2025-07-13,1,108
7,2025-07-14,1,109
7,2025-07-15,2,111
7,2025-07-21,2,113
7,2025-07-22,1,114
7,2025-07-23,1,115
7,2025-07-25,1,116
7,2025-07-26,2,118
7,2025-07-27,1,119
7,2025-07-30,1,120
7,2025-07-31,2,122
7,2025-08-01,2,124
7,2025-08-02,1,125
7,2025-08-07,1,126
7,2025-08-11,1,127
7,2025-08-13,2,129
7,2025-08-16,2,131
7,2025-08-20,1,132
7,2025-08-24,1,133
7,2025-08-26,1,134
7,2025-08-28,1,135
7,2025-09-01,1,136
7,2025-09-07,1,137
7,2025-09-08,1,138
7,2025-09-09,1,139
7,2025-09-13,1,140
7,2025-09-17,1,141
7,2025-09-19,1,142
7,2025-09-21,1,143
7,2025-09-23,1,144
7,2025-09-24,1,145
7,2025-09-25,1,146
7,2025-09-26,1,147
7,2025-09-27,1,148
7,2025-09-29,1,149
7,2025-10-04,1,150
7,2025-10-08,1,151
7,2025-10-09,2,153
7,2025-10-10,1,154
7,2025-10-12,1,155
7,2025-10-13,1,156
7,2025-10-23,1,157
7,2025-10-28,1,158
7,2025-10-29,1,159
7,2025-10-30,1,160
7,2025-11-02,1,161
7,2025-11-03,1,162
7,2025-11-04,1,163
7,2025-11-12,1,164
7,2025-11-13,1,165
7,2025-11-14,1,166
7,2025-11-16,1,167
7,2025-11-19,1,168
7,2025-11-20,1,169
7,2025-11-22,1,170
7,2025-11-29,1,171
7,2025-12-03,1,172
7,2025-12-04,1,173
7,2025-12-10,1,174
7,2025-12-11,1,175
7,2025-12-15,1,176
7,2025-12-18,1,177
7,2025-12-19,2,179
7,2025-12-21,1,180
7,2025-12-22,1,181
7,2025-12-23,1,182
7,2025-12-30,1,183
8,2025-01-06,1,1
8,2025-01-07,1,2
8,2025-01-08,2,4
8,2025-01-12,1,5
8,2025-01-13,1,6
8,2025-01-15,1,7
8,2025-01-17,1,8
8,2025-01-22,1,9
8,2025-01-24,1,10
8,2025-01-26,1,11
8,2025-01-29,1,12
8,2025-01-30,1,13
8,2025-02-04,1,14
8,2025-02-06,1,15
8,2025-02-09,1,16
8,2025-02-16,1,17
8,2025-02-17,1,18
8,2025-02-19,1,19
8,2025-02-21,1,20
8,2025-02-25,1,21
8,2025-03-01,1,22
8,2025-03-02,1,23
8,2025-03-07,2,25
8,2025-03-12,1,26
8,2025-03-16,1,27
8,2025-03-17,1,28
8,2025-03-23,1,29
8,2025-03-26,1,30
8,2025-03-27,1,31
8,2025-04-05,2,33
8,2025-04-07,1,34
8,2025-04-08,1,35
8,2025-04-10,1,36
8,2025-04-14,1,37
8,2025-04-15,2,39
8,2025-04-19,2,41
8,2025-04-23,1,42
8,2025-04-26,1,43
8,2025-04-30,1,44
8,2025-05-02,1,45
8,2025-05-10,1,46
8,2025-05-11,1,47
8,2025-05-16,1,48
8,2025-05-17,1,49
8,2025-05-18,2,51
8,2025-05-19,2,53
8,2025-05-21,1,54
8,2025-05-23,1,55
8,2025-05-26,1,56
8,2025-05-28,1,57
8,2025-05-30,1,58
8,2025-06-05,2,60
8,2025-06-06,3,63
8,2025-06-18,1,64
8,2025-06-25,2,66
8,2025-06-28,2,68
8,2025-07-01,1,69
8,2025-07-02,1,70
8,2025-07-03,1,71
8,2025-07-04,1,72
8,2025-07-05,1,73
8,2025-07-06,1,74
8,2025-07-07,1,75
8,2025-07-08,2,77
8,2025-07-10,2,79
8,2025-07-11,1,80
8,2025-07-12,1,81
8,2025-07-14,1,82
8,2025-07-17,2,84
8,2025-07-19,1,85
8,2025-07-21,1,86
8,2025-07-27,1,87
8,2025-07-28,1,88
8,2025-07-30,1,89
8,2025-07-31,1,90
8,2025-08-04,3,93
8,2025-08-07,1,94
8,2025-08-10,1,95
8,2025-08-14,1,96
8,2025-08-16,1,97
8,2025-08-17,1,98
8,2025-08-18,1,99
8,2025-08-22,1,100
8,2025-08-24,1,101
8,2025-08-26,2,103
8,2025-08-28,1,104
8,2025-08-31,1,105
8,2025-09-01,1,106
8,2025-09-04,1,107
8,2025-09-05,1,108
